"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"CC65","CC65_3","3","2010s",54,157
"CC66","CC66_3","3","2010s",55,157
"CC67","CC67_3","3","2010s",61,157
"CC68","CC68_3","3","2010s",44,157
"CC70","CC70_3","3","2010s",67,157
"CC71","CC71_3","3","2010s",89,157
"CC72","CC72_3","3","2010s",79,157
"CC75","CC75_3","3","2010s",84,157
"CC76","CC76_3","3","2010s",52,157
"CC77","CC77_3","3","2010s",61,157
"CC80","CC80_3","3","2010s",87,157
"CC81","CC81_3","3","2010s",64,157
"CC82","CC82_3","3","2010s",62,157
"CC83","CC83_3","3","2010s",55,157
"CC84","CC84_3","3","2010s",39,157
"CC85","CC85_3","3","2010s",64,157
"CC86","CC86_3","3","2010s",61,157
"CC88","CC88_3","3","2010s",56,157
"CC89","CC89_3","3","2010s",55,157
"CC90","CC90_3","3","2010s",80,157
"CC91","CC91_3","3","2010s",99,157
"CC92","CC92_3","3","2010s",65,157
"CC93","CC93_3","3","2010s",62,157
"CC94","CC94_3","3","2010s",61,157
"CC95","CC95_3","3","2010s",61,157
"CC96","CC96_3","3","2010s",75,157
"CC97","CC97_3","3","2010s",69,157
"CC98","CC98_3","3","2010s",69,157
"CC99","CC99_3","3","2010s",52,157
"CD10","CD10_3","3","2010s",60,157
"CD11","CD11_3","3","2010s",62,157
"CD13","CD13_3","3","2010s",57,157
"CD14","CD14_3","3","2010s",62,157
"CD15","CD15_3","3","2010s",60,157
"CD16","CD16_3","3","2010s",41,157
"CD17","CD17_3","3","2010s",68,157
"CD18","CD18_3","3","2010s",50,157
"CD21","CD21_3","3","2010s",68,157
"CD22","CD22_3","3","2010s",52,157
"CD23","CD23_3","3","2010s",75,157
"CD24","CD24_3","3","2010s",62,157
"CD26","CD26_3","3","2010s",56,157
"CD29","CD29_3","3","2010s",56,157
"CD31","CD31_3","3","2010s",62,157
"CD32","CD32_3","3","2010s",70,157
"CD33","CD33_3","3","2010s",72,157
"CD34","CD34_3","3","2010s",64,157
"CD36","CD36_3","3","2010s",63,157
"CD40","CD40_3","3","2010s",69,157
"CD41","CD41_3","3","2010s",77,157
"CD42","CD42_3","3","2010s",54,157
"CD43","CD43_3","3","2010s",90,157
"CD44","CD44_3","3","2010s",56,157
"CD45","CD45_3","3","2010s",55,157
"CD47","CD47_3","3","2010s",65,157
"CD49","CD49_3","3","2010s",51,157
"CD50","CD50_3","3","2010s",77,157
"CD51","CD51_3","3","2010s",67,157
"CD52","CD52_3","3","2010s",70,157
"CD53","CD53_3","3","2010s",58,157
"CD54","CD54_3","3","2010s",76,157
"CD57","CD57_3","3","2010s",61,157
"CD58","CD58_3","3","2010s",42,157
"CD59","CD59_3","3","2010s",53,157
"CD60","CD60_3","3","2010s",83,157
"CD61","CD61_3","3","2010s",75,157
"CD62","CD62_3","3","2010s",64,157
"CD63","CD63_3","3","2010s",69,157
"CD64","CD64_3","3","2010s",52,157
"CD66","CD66_3","3","2010s",69,157
"CD67","CD67_3","3","2010s",69,157
"CD68","CD68_3","3","2010s",45,157
"CD69","CD69_3","3","2010s",61,157
"CD70","CD70_3","3","2010s",73,157
"CD71","CD71_3","3","2010s",103,157
"CD72","CD72_3","3","2010s",78,157
"CD73","CD73_3","3","2010s",68,157
"CD74","CD74_3","3","2010s",66,157
"CD75","CD75_3","3","2010s",62,157
"CD76","CD76_3","3","2010s",57,157
"CD77","CD77_3","3","2010s",51,157
"CD78","CD78_3","3","2010s",51,157
"CD80","CD80_3","3","2010s",72,157
"CD81","CD81_3","3","2010s",91,157
"CD82","CD82_3","3","2010s",58,157
"CD83","CD83_3","3","2010s",69,157
"CD84","CD84_3","3","2010s",77,157
"CD85","CD85_3","3","2010s",54,157
"CD86","CD86_3","3","2010s",53,157
"CD89","CD89_3","3","2010s",66,157
"CD90","CD90_3","3","2010s",68,157
"CD91","CD91_3","3","2010s",93,157
"CD92","CD92_3","3","2010s",74,157
"CD94","CD94_3","3","2010s",60,157
"CD95","CD95_3","3","2010s",89,157
"CD98","CD98_3","3","2010s",68,157
"CD99","CD99_3","3","2010s",71,157
"CE10","CE10_3","3","2010s",65,157
"CE11","CE11_3","3","2010s",83,157
"CE12","CE12_3","3","2010s",72,157
"CE13","CE13_3","3","2010s",77,157
"CE14","CE14_3","3","2010s",60,157
"CE15","CE15_3","3","2010s",48,157
"CE16","CE16_3","3","2010s",58,157
"CE17","CE17_3","3","2010s",60,157
"CE18","CE18_3","3","2010s",69,157
"CE19","CE19_3","3","2010s",54,157
"CE20","CE20_3","3","2010s",53,157
"CE21","CE21_3","3","2010s",75,157
"CE22","CE22_3","3","2010s",71,157
"CE23","CE23_3","3","2010s",61,157
"CE24","CE24_3","3","2010s",62,157
"CE25","CE25_3","3","2010s",51,157
"CE26","CE26_3","3","2010s",53,157
"CE27","CE27_3","3","2010s",64,157
"CE29","CE29_3","3","2010s",57,157
"CE30","CE30_3","3","2010s",72,157
"CE31","CE31_3","3","2010s",64,157
"CE32","CE32_3","3","2010s",61,157
"CE33","CE33_3","3","2010s",61,157
"CE34","CE34_3","3","2010s",49,157
"CE35","CE35_3","3","2010s",67,157
"CE37","CE37_3","3","2010s",56,157
"CE38","CE38_3","3","2010s",74,157
"CE39","CE39_3","3","2010s",59,157
"CE40","CE40_3","3","2010s",73,157
"CE41","CE41_3","3","2010s",49,157
"CE42","CE42_3","3","2010s",65,157
"CE45","CE45_3","3","2010s",71,157
"CE46","CE46_3","3","2010s",51,157
"CE47","CE47_3","3","2010s",52,157
"CE48","CE48_3","3","2010s",65,157
"CE49","CE49_3","3","2010s",79,157
"CE50","CE50_3","3","2010s",63,157
"CE51","CE51_3","3","2010s",70,157
"CE52","CE52_3","3","2010s",77,157
"CE54","CE54_3","3","2010s",50,157
"CE55","CE55_3","3","2010s",63,157
"CE56","CE56_3","3","2010s",58,157
"CE57","CE57_3","3","2010s",49,157
"CE58","CE58_3","3","2010s",55,157
"CE59","CE59_3","3","2010s",52,157
"CE60","CE60_3","3","2010s",74,157
"CE61","CE61_3","3","2010s",78,157
"CE62","CE62_3","3","2010s",92,157
"CE63","CE63_3","3","2010s",69,157
"CE64","CE64_3","3","2010s",81,157
"CE65","CE65_3","3","2010s",77,157
"CE66","CE66_3","3","2010s",54,157
"CE67","CE67_3","3","2010s",61,157
"CE68","CE68_3","3","2010s",50,157
"CE69","CE69_3","3","2010s",57,157
"CE70","CE70_3","3","2010s",64,157
"CE71","CE71_3","3","2010s",53,157
"CE72","CE72_3","3","2010s",78,157
"CE74","CE74_3","3","2010s",81,157
"CE75","CE75_3","3","2010s",84,157
"CE76","CE76_3","3","2010s",44,157
"CE77","CE77_3","3","2010s",54,157
"CE78","CE78_3","3","2010s",60,157
"CE79","CE79_3","3","2010s",61,157
"CE80","CE80_3","3","2010s",85,157
"CE81","CE81_3","3","2010s",94,157
"CE82","CE82_3","3","2010s",99,157
"CE83","CE83_3","3","2010s",69,157
"CE84","CE84_3","3","2010s",62,157
"CE85","CE85_3","3","2010s",71,157
"CE86","CE86_3","3","2010s",81,157
"CE87","CE87_3","3","2010s",55,157
"CE88","CE88_3","3","2010s",54,157
"CE89","CE89_3","3","2010s",60,157
"CE90","CE90_3","3","2010s",65,157
"CE91","CE91_3","3","2010s",55,157
"CE92","CE92_3","3","2010s",65,157
"CE93","CE93_3","3","2010s",54,157
"CE94","CE94_3","3","2010s",49,157
"CE96","CE96_3","3","2010s",81,157
"CE97","CE97_3","3","2010s",65,157
"CE98","CE98_3","3","2010s",51,157
"CE99","CE99_3","3","2010s",65,157
"CF10","CF10_3","3","2010s",75,157
"CF13","CF13_3","3","2010s",74,157
"CF14","CF14_3","3","2010s",55,157
"CF15","CF15_3","3","2010s",44,157
"CF16","CF16_3","3","2010s",60,157
"CF17","CF17_3","3","2010s",45,157
"CF18","CF18_3","3","2010s",64,157
"CF19","CF19_3","3","2010s",50,157
"CF21","CF21_3","3","2010s",48,157
"CF23","CF23_3","3","2010s",68,157
"CF25","CF25_3","3","2010s",65,157
"CF26","CF26_3","3","2010s",65,157
"CF27","CF27_3","3","2010s",58,157
"CF28","CF28_3","3","2010s",51,157
"CF29","CF29_3","3","2010s",78,157
"CF30","CF30_3","3","2010s",59,157
"CF31","CF31_3","3","2010s",67,157
"CF32","CF32_3","3","2010s",78,157
"CF33","CF33_3","3","2010s",76,157
"CF34","CF34_3","3","2010s",76,157
"CF35","CF35_3","3","2010s",66,157
"CF37","CF37_3","3","2010s",54,157
"CF38","CF38_3","3","2010s",56,157
"CF39","CF39_3","3","2010s",69,157
"CF40","CF40_3","3","2010s",80,157
"CF41","CF41_3","3","2010s",79,157
"CF42","CF42_3","3","2010s",57,157
"CF43","CF43_3","3","2010s",60,157
"CF44","CF44_3","3","2010s",71,157
"CF45","CF45_3","3","2010s",71,157
"CF47","CF47_3","3","2010s",71,157
"CF48","CF48_3","3","2010s",56,157
"CF49","CF49_3","3","2010s",84,157
"CF50","CF50_3","3","2010s",79,157
"CF51","CF51_3","3","2010s",89,157
"CF52","CF52_3","3","2010s",62,157
"CF54","CF54_3","3","2010s",76,157
"CF55","CF55_3","3","2010s",78,157
"CF56","CF56_3","3","2010s",68,157
"CF57","CF57_3","3","2010s",70,157
"CF58","CF58_3","3","2010s",68,157
"CF59","CF59_3","3","2010s",59,157
"CF60","CF60_3","3","2010s",71,157
"CF61","CF61_3","3","2010s",67,157
"CF62","CF62_3","3","2010s",74,157
"CF63","CF63_3","3","2010s",67,157
"CF64","CF64_3","3","2010s",76,157
"CF65","CF65_3","3","2010s",67,157
"CF66","CF66_3","3","2010s",58,157
"CF67","CF67_3","3","2010s",77,157
"CF68","CF68_3","3","2010s",62,157
"CF69","CF69_3","3","2010s",66,157
"CF70","CF70_3","3","2010s",72,157
"CF71","CF71_3","3","2010s",63,157
"CF72","CF72_3","3","2010s",63,157
"CF73","CF73_3","3","2010s",75,157
"CF74","CF74_3","3","2010s",78,157
"CF75","CF75_3","3","2010s",71,157
"CF76","CF76_3","3","2010s",56,157
"CF77","CF77_3","3","2010s",52,157
"CF78","CF78_3","3","2010s",74,157
"CF79","CF79_3","3","2010s",60,157
"CF80","CF80_3","3","2010s",66,157
"CF81","CF81_3","3","2010s",48,157
"CF82","CF82_3","3","2010s",69,157
"CF83","CF83_3","3","2010s",74,157
"CF84","CF84_3","3","2010s",72,157
"CF85","CF85_3","3","2010s",49,157
"CF86","CF86_3","3","2010s",66,157
"CF87","CF87_3","3","2010s",62,157
"CF88","CF88_3","3","2010s",52,157
"CF89","CF89_3","3","2010s",72,157
"CF90","CF90_3","3","2010s",60,157
"CF91","CF91_3","3","2010s",70,157
"CF92","CF92_3","3","2010s",80,157
"CF93","CF93_3","3","2010s",73,157
"CF94","CF94_3","3","2010s",52,157
"CF95","CF95_3","3","2010s",75,157
"CF96","CF96_3","3","2010s",62,157
"CF97","CF97_3","3","2010s",59,157
"CF98","CF98_3","3","2010s",72,157
"CF99","CF99_3","3","2010s",63,157
"CG00","CG00_3","3","2010s",43,157
"CG01","CG01_3","3","2010s",44,157
"CG02","CG02_3","3","2010s",50,157
"CG03","CG03_3","3","2010s",60,157
"CG04","CG04_3","3","2010s",58,157
"CG05","CG05_3","3","2010s",89,157
"CG06","CG06_3","3","2010s",66,157
"CG07","CG07_3","3","2010s",65,157
"CG08","CG08_3","3","2010s",58,157
"CG09","CG09_3","3","2010s",73,157
"CG10","CG10_3","3","2010s",47,157
"CG11","CG11_3","3","2010s",50,157
"CG12","CG12_3","3","2010s",56,157
"CG13","CG13_3","3","2010s",62,157
"CG14","CG14_3","3","2010s",53,157
"CG15","CG15_3","3","2010s",80,157
"CG17","CG17_3","3","2010s",56,157
"CG18","CG18_3","3","2010s",50,157
"CG19","CG19_3","3","2010s",69,157
"CG20","CG20_3","3","2010s",49,157
"CG21","CG21_3","3","2010s",42,157
"CG23","CG23_3","3","2010s",68,157
"CG24","CG24_3","3","2010s",64,157
"CG25","CG25_3","3","2010s",62,157
"CG26","CG26_3","3","2010s",58,157
"CG27","CG27_3","3","2010s",60,157
"CG28","CG28_3","3","2010s",56,157
"CG29","CG29_3","3","2010s",71,157
"CG30","CG30_3","3","2010s",54,157
"CG31","CG31_3","3","2010s",54,157
"CG32","CG32_3","3","2010s",49,157
"CG33","CG33_3","3","2010s",78,157
"CG34","CG34_3","3","2010s",80,157
"CG37","CG37_3","3","2010s",63,157
"CG39","CG39_3","3","2010s",85,157
"CG40","CG40_3","3","2010s",72,157
"CG41","CG41_3","3","2010s",61,157
"CG42","CG42_3","3","2010s",69,157
"CG43","CG43_3","3","2010s",71,157
"CG44","CG44_3","3","2010s",83,157
"CG45","CG45_3","3","2010s",58,157
"CG46","CG46_3","3","2010s",84,157
"CG47","CG47_3","3","2010s",75,157
"CG48","CG48_3","3","2010s",76,157
"CG49","CG49_3","3","2010s",74,157
"CG50","CG50_3","3","2010s",73,157
"CG51","CG51_3","3","2010s",71,157
"CG52","CG52_3","3","2010s",63,157
"CG53","CG53_3","3","2010s",71,157
"CG54","CG54_3","3","2010s",97,157
"CG55","CG55_3","3","2010s",73,157
"CG56","CG56_3","3","2010s",59,157
"CG57","CG57_3","3","2010s",59,157
"CG58","CG58_3","3","2010s",63,157
"CG59","CG59_3","3","2010s",74,157
"CG60","CG60_3","3","2010s",54,157
"CG61","CG61_3","3","2010s",54,157
"CG62","CG62_3","3","2010s",77,157
"CG63","CG63_3","3","2010s",61,157
"CG64","CG64_3","3","2010s",69,157
"CG65","CG65_3","3","2010s",83,157
"CG66","CG66_3","3","2010s",62,157
"CG67","CG67_3","3","2010s",59,157
"CG68","CG68_3","3","2010s",47,157
"CG69","CG69_3","3","2010s",66,157
"CG73","CG73_3","3","2010s",72,157
"CG74","CG74_3","3","2010s",69,157
"CG75","CG75_3","3","2010s",69,157
"CG77","CG77_3","3","2010s",63,157
"CG78","CG78_3","3","2010s",68,157
"CG79","CG79_3","3","2010s",63,157
"CG80","CG80_3","3","2010s",47,157
"CG83","CG83_3","3","2010s",70,157
"CG84","CG84_3","3","2010s",75,157
"CG85","CG85_3","3","2010s",66,157
"CG89","CG89_3","3","2010s",58,157
"CG90","CG90_3","3","2010s",59,157
"CG99","CG99_3","3","2010s",56,157
"CH06","CH06_3","3","2010s",61,157
"CH07","CH07_3","3","2010s",52,157
"CH08","CH08_3","3","2010s",49,157
"CH09","CH09_3","3","2010s",50,157
"CH16","CH16_3","3","2010s",53,157
"CH17","CH17_3","3","2010s",53,157
"CH18","CH18_3","3","2010s",51,157
"CH19","CH19_3","3","2010s",56,157
"CH26","CH26_3","3","2010s",62,157
"CH27","CH27_3","3","2010s",45,157
"CH28","CH28_3","3","2010s",49,157
"CH29","CH29_3","3","2010s",44,157
"CH34","CH34_3","3","2010s",54,157
"CH35","CH35_3","3","2010s",77,157
"CH36","CH36_3","3","2010s",49,157
"CH37","CH37_3","3","2010s",72,157
"CH38","CH38_3","3","2010s",56,157
"CH39","CH39_3","3","2010s",44,157
"CH45","CH45_3","3","2010s",89,157
"CH46","CH46_3","3","2010s",70,157
"CH47","CH47_3","3","2010s",53,157
"CH48","CH48_3","3","2010s",79,157
"CH49","CH49_3","3","2010s",61,157
"CH55","CH55_3","3","2010s",59,157
"CH56","CH56_3","3","2010s",81,157
"CH57","CH57_3","3","2010s",83,157
"CH58","CH58_3","3","2010s",67,157
"CH59","CH59_3","3","2010s",69,157
"CH65","CH65_3","3","2010s",25,157
"CH66","CH66_3","3","2010s",57,157
"CH67","CH67_3","3","2010s",52,157
"CH68","CH68_3","3","2010s",73,157
"CH69","CH69_3","3","2010s",66,157
"CH76","CH76_3","3","2010s",50,157
"CH77","CH77_3","3","2010s",85,157
"CH78","CH78_3","3","2010s",63,157
"CH79","CH79_3","3","2010s",67,157
"CH86","CH86_3","3","2010s",65,157
"CH87","CH87_3","3","2010s",62,157
"CH88","CH88_3","3","2010s",61,157
"CH89","CH89_3","3","2010s",49,157
"CH95","CH95_3","3","2010s",61,157
"CH96","CH96_3","3","2010s",62,157
"CH97","CH97_3","3","2010s",71,157
"CH98","CH98_3","3","2010s",71,157
"CH99","CH99_3","3","2010s",56,157
"DB00","DB00_3","3","2010s",48,157
"DB01","DB01_3","3","2010s",50,157
"DB02","DB02_3","3","2010s",41,157
"DB03","DB03_3","3","2010s",57,157
"DB04","DB04_3","3","2010s",62,157
"DB05","DB05_3","3","2010s",69,157
"DC07","DC07_3","3","2010s",68,157
"DC08","DC08_3","3","2010s",66,157
"DC09","DC09_3","3","2010s",73,157
"DB11","DB11_3","3","2010s",57,157
"DB13","DB13_3","3","2010s",74,157
"DB14","DB14_3","3","2010s",58,157
"DB15","DB15_3","3","2010s",71,157
"DB16","DB16_3","3","2010s",71,157
"DB20","DB20_3","3","2010s",53,157
"DB21","DB21_3","3","2010s",51,157
"DB22","DB22_3","3","2010s",67,157
"DB23","DB23_3","3","2010s",56,157
"DB24","DB24_3","3","2010s",61,157
"DB25","DB25_3","3","2010s",51,157
"DB26","DB26_3","3","2010s",68,157
"DB31","DB31_3","3","2010s",70,157
"DB32","DB32_3","3","2010s",73,157
"DB33","DB33_3","3","2010s",69,157
"DB34","DB34_3","3","2010s",70,157
"DB35","DB35_3","3","2010s",55,157
"DB36","DB36_3","3","2010s",87,157
"DB40","DB40_3","3","2010s",55,157
"DB41","DB41_3","3","2010s",53,157
"DB42","DB42_3","3","2010s",78,157
"DB43","DB43_3","3","2010s",74,157
"DB44","DB44_3","3","2010s",79,157
"DB45","DB45_3","3","2010s",78,157
"DB46","DB46_3","3","2010s",86,157
"DB52","DB52_3","3","2010s",64,157
"DB53","DB53_3","3","2010s",67,157
"DB54","DB54_3","3","2010s",76,157
"DB55","DB55_3","3","2010s",84,157
"DB56","DB56_3","3","2010s",73,157
"DB57","DB57_3","3","2010s",84,157
"DB60","DB60_3","3","2010s",47,157
"DB62","DB62_3","3","2010s",60,157
"DB63","DB63_3","3","2010s",61,157
"DB64","DB64_3","3","2010s",69,157
"DB65","DB65_3","3","2010s",70,157
"DB66","DB66_3","3","2010s",68,157
"DB67","DB67_3","3","2010s",84,157
"DB68","DB68_3","3","2010s",48,157
"DB70","DB70_3","3","2010s",53,157
"DB72","DB72_3","3","2010s",62,157
"DB73","DB73_3","3","2010s",63,157
"DB74","DB74_3","3","2010s",66,157
"DB75","DB75_3","3","2010s",63,157
"DB77","DB77_3","3","2010s",68,157
"DB78","DB78_3","3","2010s",72,157
"DB79","DB79_3","3","2010s",52,157
"DB80","DB80_3","3","2010s",55,157
"DB81","DB81_3","3","2010s",51,157
"DB82","DB82_3","3","2010s",43,157
"DB83","DB83_3","3","2010s",71,157
"DB89","DB89_3","3","2010s",65,157
"DC00","DC00_3","3","2010s",105,157
"DC01","DC01_3","3","2010s",99,157
"DC02","DC02_3","3","2010s",79,157
"DC03","DC03_3","3","2010s",73,157
"DC04","DC04_3","3","2010s",80,157
"DC05","DC05_3","3","2010s",63,157
"DC10","DC10_3","3","2010s",70,157
"DC11","DC11_3","3","2010s",78,157
"DC12","DC12_3","3","2010s",65,157
"DC13","DC13_3","3","2010s",86,157
"DC14","DC14_3","3","2010s",85,157
"DC15","DC15_3","3","2010s",76,157
"DC16","DC16_3","3","2010s",62,157
"DC17","DC17_3","3","2010s",59,157
"DC18","DC18_3","3","2010s",60,157
"DC19","DC19_3","3","2010s",65,157
"DC20","DC20_3","3","2010s",56,157
"DC21","DC21_3","3","2010s",70,157
"DC22","DC22_3","3","2010s",49,157
"DC23","DC23_3","3","2010s",66,157
"DC24","DC24_3","3","2010s",78,157
"DC25","DC25_3","3","2010s",68,157
"DC26","DC26_3","3","2010s",78,157
"DC27","DC27_3","3","2010s",60,157
"DC28","DC28_3","3","2010s",59,157
"DC30","DC30_3","3","2010s",66,157
"DC31","DC31_3","3","2010s",66,157
"DC32","DC32_3","3","2010s",54,157
"DC33","DC33_3","3","2010s",55,157
"DC34","DC34_3","3","2010s",62,157
"DC35","DC35_3","3","2010s",66,157
"DC36","DC36_3","3","2010s",72,157
"DC37","DC37_3","3","2010s",62,157
"DC39","DC39_3","3","2010s",62,157
"DC40","DC40_3","3","2010s",91,157
"DC41","DC41_3","3","2010s",94,157
"DC42","DC42_3","3","2010s",83,157
"DC43","DC43_3","3","2010s",57,157
"DC45","DC45_3","3","2010s",56,157
"DC48","DC48_3","3","2010s",67,157
"DC49","DC49_3","3","2010s",75,157
"DC50","DC50_3","3","2010s",78,157
"DC51","DC51_3","3","2010s",74,157
"DC52","DC52_3","3","2010s",58,157
"DC53","DC53_3","3","2010s",62,157
"DC56","DC56_3","3","2010s",64,157
"DC57","DC57_3","3","2010s",76,157
"DC58","DC58_3","3","2010s",73,157
"DC59","DC59_3","3","2010s",65,157
"DC64","DC64_3","3","2010s",81,157
"DC65","DC65_3","3","2010s",68,157
"DC69","DC69_3","3","2010s",66,157
"DC79","DC79_3","3","2010s",52,157
"DC89","DC89_3","3","2010s",67,157
"DD00","DD00_3","3","2010s",54,157
"DD01","DD01_3","3","2010s",80,157
"DD02","DD02_3","3","2010s",80,157
"DD03","DD03_3","3","2010s",65,157
"DD04","DD04_3","3","2010s",58,157
"DD05","DD05_3","3","2010s",70,157
"DD06","DD06_3","3","2010s",61,157
"DD07","DD07_3","3","2010s",56,157
"DD08","DD08_3","3","2010s",73,157
"DD09","DD09_3","3","2010s",82,157
"DD10","DD10_3","3","2010s",66,157
"DD11","DD11_3","3","2010s",72,157
"DD12","DD12_3","3","2010s",63,157
"DD13","DD13_3","3","2010s",56,157
"DD14","DD14_3","3","2010s",63,157
"DD16","DD16_3","3","2010s",74,157
"DD17","DD17_3","3","2010s",70,157
"DD18","DD18_3","3","2010s",85,157
"DD19","DD19_3","3","2010s",68,157
"DD20","DD20_3","3","2010s",62,157
"DD21","DD21_3","3","2010s",85,157
"DD22","DD22_3","3","2010s",52,157
"DD24","DD24_3","3","2010s",69,157
"DD26","DD26_3","3","2010s",75,157
"DD27","DD27_3","3","2010s",69,157
"DD28","DD28_3","3","2010s",66,157
"DD29","DD29_3","3","2010s",77,157
"DD30","DD30_3","3","2010s",58,157
"DD31","DD31_3","3","2010s",79,157
"DD35","DD35_3","3","2010s",81,157
"DD37","DD37_3","3","2010s",79,157
"DD38","DD38_3","3","2010s",76,157
"DD39","DD39_3","3","2010s",69,157
"DD40","DD40_3","3","2010s",67,157
"DD41","DD41_3","3","2010s",74,157
"DD42","DD42_3","3","2010s",63,157
"DD43","DD43_3","3","2010s",67,157
"DD46","DD46_3","3","2010s",71,157
"DD47","DD47_3","3","2010s",86,157
"DD48","DD48_3","3","2010s",73,157
"DD49","DD49_3","3","2010s",72,157
"DD50","DD50_3","3","2010s",56,157
"DD51","DD51_3","3","2010s",65,157
"DD52","DD52_3","3","2010s",57,157
"DD53","DD53_3","3","2010s",63,157
"DD54","DD54_3","3","2010s",61,157
"DD57","DD57_3","3","2010s",79,157
"DD59","DD59_3","3","2010s",74,157
"DD61","DD61_3","3","2010s",68,157
"DD62","DD62_3","3","2010s",54,157
"DD63","DD63_3","3","2010s",55,157
"DD64","DD64_3","3","2010s",58,157
"DD65","DD65_3","3","2010s",83,157
"DD70","DD70_3","3","2010s",74,157
"DD71","DD71_3","3","2010s",49,157
"DD72","DD72_3","3","2010s",52,157
"DD80","DD80_3","3","2010s",73,157
"DD81","DD81_3","3","2010s",50,157
"DD90","DD90_3","3","2010s",74,157
"DD91","DD91_3","3","2010s",53,157
"DD92","DD92_3","3","2010s",46,157
"DE00","DE00_3","3","2010s",57,157
"DE01","DE01_3","3","2010s",64,157
"DE02","DE02_3","3","2010s",62,157
"DE03","DE03_3","3","2010s",60,157
"DE04","DE04_3","3","2010s",40,157
"DE05","DE05_3","3","2010s",47,157
"DE07","DE07_3","3","2010s",78,157
"DE10","DE10_3","3","2010s",61,157
"DE11","DE11_3","3","2010s",77,157
"DE12","DE12_3","3","2010s",71,157
"DE13","DE13_3","3","2010s",67,157
"DE14","DE14_3","3","2010s",67,157
"DE15","DE15_3","3","2010s",58,157
"DE16","DE16_3","3","2010s",81,157
"DE17","DE17_3","3","2010s",51,157
"DE18","DE18_3","3","2010s",68,157
"DE19","DE19_3","3","2010s",74,157
"DE20","DE20_3","3","2010s",57,157
"DE21","DE21_3","3","2010s",57,157
"DE22","DE22_3","3","2010s",60,157
"DE23","DE23_3","3","2010s",69,157
"DE24","DE24_3","3","2010s",74,157
"DE25","DE25_3","3","2010s",79,157
"DE26","DE26_3","3","2010s",81,157
"DE27","DE27_3","3","2010s",44,157
"DE29","DE29_3","3","2010s",67,157
"DE30","DE30_3","3","2010s",67,157
"DE31","DE31_3","3","2010s",51,157
"DE32","DE32_3","3","2010s",58,157
"DE33","DE33_3","3","2010s",56,157
"DE34","DE34_3","3","2010s",87,157
"DE35","DE35_3","3","2010s",59,157
"DE36","DE36_3","3","2010s",74,157
"DE37","DE37_3","3","2010s",73,157
"DE38","DE38_3","3","2010s",48,157
"DE39","DE39_3","3","2010s",37,157
"DE40","DE40_3","3","2010s",69,157
"DE41","DE41_3","3","2010s",57,157
"DE42","DE42_3","3","2010s",64,157
"DE43","DE43_3","3","2010s",61,157
"DE44","DE44_3","3","2010s",71,157
"DE45","DE45_3","3","2010s",48,157
"DE46","DE46_3","3","2010s",64,157
"DE47","DE47_3","3","2010s",54,157
"DE49","DE49_3","3","2010s",56,157
"DE50","DE50_3","3","2010s",40,157
"DE51","DE51_3","3","2010s",58,157
"DE52","DE52_3","3","2010s",59,157
"DE53","DE53_3","3","2010s",69,157
"DE55","DE55_3","3","2010s",46,157
"DE56","DE56_3","3","2010s",75,157
"DE57","DE57_3","3","2010s",58,157
"DE66","DE66_3","3","2010s",48,157
"DE67","DE67_3","3","2010s",56,157
"DE68","DE68_3","3","2010s",84,157
"DE69","DE69_3","3","2010s",73,157
"DE75","DE75_3","3","2010s",53,157
"DE78","DE78_3","3","2010s",64,157
"DE79","DE79_3","3","2010s",74,157
"DE84","DE84_3","3","2010s",65,157
"DE85","DE85_3","3","2010s",71,157
"DE86","DE86_3","3","2010s",73,157
"DE87","DE87_3","3","2010s",70,157
"DE88","DE88_3","3","2010s",80,157
"DE89","DE89_3","3","2010s",79,157
"DE90","DE90_3","3","2010s",45,157
"DE94","DE94_3","3","2010s",77,157
"DE96","DE96_3","3","2010s",74,157
"DE97","DE97_3","3","2010s",81,157
"DE98","DE98_3","3","2010s",74,157
"DE99","DE99_3","3","2010s",70,157
"DF00","DF00_3","3","2010s",61,157
"DF01","DF01_3","3","2010s",61,157
"DF04","DF04_3","3","2010s",64,157
"DF05","DF05_3","3","2010s",46,157
"DF06","DF06_3","3","2010s",57,157
"DF07","DF07_3","3","2010s",70,157
"DF08","DF08_3","3","2010s",96,157
"DF09","DF09_3","3","2010s",68,157
"DF10","DF10_3","3","2010s",60,157
"DF14","DF14_3","3","2010s",66,157
"DF15","DF15_3","3","2010s",73,157
"DF16","DF16_3","3","2010s",81,157
"DF17","DF17_3","3","2010s",66,157
"DF18","DF18_3","3","2010s",78,157
"DF19","DF19_3","3","2010s",52,157
"DF20","DF20_3","3","2010s",59,157
"DF24","DF24_3","3","2010s",57,157
"DF25","DF25_3","3","2010s",71,157
"DF26","DF26_3","3","2010s",57,157
"DF27","DF27_3","3","2010s",66,157
"DF28","DF28_3","3","2010s",89,157
"DF29","DF29_3","3","2010s",67,157
"DF30","DF30_3","3","2010s",46,157
"DF31","DF31_3","3","2010s",74,157
"DF37","DF37_3","3","2010s",89,157
"DF38","DF38_3","3","2010s",85,157
"DF39","DF39_3","3","2010s",65,157
"DF40","DF40_3","3","2010s",52,157
"DF41","DF41_3","3","2010s",92,157
"DF48","DF48_3","3","2010s",64,157
"DF49","DF49_3","3","2010s",52,157
"DF51","DF51_3","3","2010s",74,157
