"site","survey","atlas","period","species_richness","retained_species_pool_size"
"CD62","CD62_3","3","2010s",64,156
"CD63","CD63_3","3","2010s",69,156
"CD64","CD64_3","3","2010s",52,156
"CD67","CD67_3","3","2010s",69,156
"CD69","CD69_3","3","2010s",61,156
"CD70","CD70_3","3","2010s",73,156
"CD71","CD71_3","3","2010s",103,156
"CD74","CD74_3","3","2010s",66,156
"CD75","CD75_3","3","2010s",62,156
"CD80","CD80_3","3","2010s",72,156
"CD82","CD82_3","3","2010s",58,156
"CD83","CD83_3","3","2010s",69,156
"CD84","CD84_3","3","2010s",77,156
"CD90","CD90_3","3","2010s",68,156
"CD92","CD92_3","3","2010s",74,156
"CD95","CD95_3","3","2010s",89,156
"CD98","CD98_3","3","2010s",68,156
"CE11","CE11_3","3","2010s",83,156
"CE15","CE15_3","3","2010s",48,156
"CE17","CE17_3","3","2010s",60,156
"CE19","CE19_3","3","2010s",54,156
"CE20","CE20_3","3","2010s",53,156
"CE22","CE22_3","3","2010s",71,156
"CE27","CE27_3","3","2010s",64,156
"CE30","CE30_3","3","2010s",72,156
"CE31","CE31_3","3","2010s",64,156
"CE34","CE34_3","3","2010s",49,156
"CE35","CE35_3","3","2010s",67,156
"CE38","CE38_3","3","2010s",74,156
"CE42","CE42_3","3","2010s",65,156
"CE49","CE49_3","3","2010s",79,156
"CE51","CE51_3","3","2010s",70,156
"CE52","CE52_3","3","2010s",77,156
"CE60","CE60_3","3","2010s",74,156
"CE61","CE61_3","3","2010s",78,156
"CE62","CE62_3","3","2010s",92,156
"CE64","CE64_3","3","2010s",81,156
"CE67","CE67_3","3","2010s",61,156
"CE69","CE69_3","3","2010s",57,156
"CE72","CE72_3","3","2010s",78,156
"CE74","CE74_3","3","2010s",81,156
"CE75","CE75_3","3","2010s",84,156
"CE77","CE77_3","3","2010s",54,156
"CE78","CE78_3","3","2010s",60,156
"CE80","CE80_3","3","2010s",85,156
"CE81","CE81_3","3","2010s",94,156
"CE82","CE82_3","3","2010s",99,156
"CE84","CE84_3","3","2010s",62,156
"CE85","CE85_3","3","2010s",71,156
"CE86","CE86_3","3","2010s",81,156
"CE88","CE88_3","3","2010s",54,156
"CE89","CE89_3","3","2010s",60,156
"CE90","CE90_3","3","2010s",65,156
"CE91","CE91_3","3","2010s",55,156
"CE92","CE92_3","3","2010s",65,156
"CE99","CE99_3","3","2010s",65,156
"CF10","CF10_3","3","2010s",75,156
"CF13","CF13_3","3","2010s",74,156
"CF14","CF14_3","3","2010s",55,156
"CF15","CF15_3","3","2010s",44,156
"CF19","CF19_3","3","2010s",50,156
"CF23","CF23_3","3","2010s",68,156
"CF29","CF29_3","3","2010s",78,156
"CF32","CF32_3","3","2010s",78,156
"CF33","CF33_3","3","2010s",76,156
"CF34","CF34_3","3","2010s",76,156
"CF38","CF38_3","3","2010s",56,156
"CF40","CF40_3","3","2010s",80,156
"CF41","CF41_3","3","2010s",79,156
"CF42","CF42_3","3","2010s",57,156
"CF43","CF43_3","3","2010s",60,156
"CF44","CF44_3","3","2010s",71,156
"CF49","CF49_3","3","2010s",84,156
"CF50","CF50_3","3","2010s",79,156
"CF51","CF51_3","3","2010s",89,156
"CF52","CF52_3","3","2010s",62,156
"CF54","CF54_3","3","2010s",76,156
"CF55","CF55_3","3","2010s",78,156
"CF58","CF58_3","3","2010s",68,156
"CF59","CF59_3","3","2010s",59,156
"CF60","CF60_3","3","2010s",71,156
"CF61","CF61_3","3","2010s",67,156
"CF62","CF62_3","3","2010s",74,156
"CF64","CF64_3","3","2010s",76,156
"CF65","CF65_3","3","2010s",67,156
"CF69","CF69_3","3","2010s",66,156
"CF70","CF70_3","3","2010s",72,156
"CF71","CF71_3","3","2010s",63,156
"CF73","CF73_3","3","2010s",75,156
"CF75","CF75_3","3","2010s",71,156
"CF78","CF78_3","3","2010s",74,156
"CF79","CF79_3","3","2010s",60,156
"CF82","CF82_3","3","2010s",69,156
"CF84","CF84_3","3","2010s",72,156
"CF86","CF86_3","3","2010s",66,156
"CF87","CF87_3","3","2010s",62,156
"CF89","CF89_3","3","2010s",72,156
"CF90","CF90_3","3","2010s",60,156
"CF91","CF91_3","3","2010s",70,156
"CF92","CF92_3","3","2010s",80,156
"CF95","CF95_3","3","2010s",75,156
"CF98","CF98_3","3","2010s",72,156
"CG05","CG05_3","3","2010s",89,156
"CG07","CG07_3","3","2010s",65,156
"CG09","CG09_3","3","2010s",73,156
"CG13","CG13_3","3","2010s",62,156
"CG29","CG29_3","3","2010s",71,156
"CG39","CG39_3","3","2010s",85,156
"CG40","CG40_3","3","2010s",72,156
"CG42","CG42_3","3","2010s",69,156
"CG44","CG44_3","3","2010s",83,156
"CG47","CG47_3","3","2010s",75,156
"CG48","CG48_3","3","2010s",76,156
"CG49","CG49_3","3","2010s",74,156
"CG50","CG50_3","3","2010s",73,156
"CG51","CG51_3","3","2010s",71,156
"CG53","CG53_3","3","2010s",71,156
"CG54","CG54_3","3","2010s",97,156
"CG56","CG56_3","3","2010s",59,156
"CG57","CG57_3","3","2010s",59,156
"CG58","CG58_3","3","2010s",63,156
"CG59","CG59_3","3","2010s",74,156
"CG61","CG61_3","3","2010s",54,156
"CG65","CG65_3","3","2010s",83,156
"CG66","CG66_3","3","2010s",62,156
"CG68","CG68_3","3","2010s",47,156
"CG69","CG69_3","3","2010s",66,156
"CG73","CG73_3","3","2010s",72,156
"CG75","CG75_3","3","2010s",69,156
"CG78","CG78_3","3","2010s",68,156
"CG79","CG79_3","3","2010s",63,156
"CG80","CG80_3","3","2010s",47,156
"CG83","CG83_3","3","2010s",70,156
"CG84","CG84_3","3","2010s",75,156
"CG85","CG85_3","3","2010s",66,156
"CG89","CG89_3","3","2010s",58,156
"CG90","CG90_3","3","2010s",59,156
"CH06","CH06_3","3","2010s",61,156
"CH34","CH34_3","3","2010s",54,156
"CH35","CH35_3","3","2010s",77,156
"CH45","CH45_3","3","2010s",89,156
"CH46","CH46_3","3","2010s",70,156
"CH48","CH48_3","3","2010s",79,156
"CH55","CH55_3","3","2010s",59,156
"CH56","CH56_3","3","2010s",81,156
"CH57","CH57_3","3","2010s",83,156
"CH58","CH58_3","3","2010s",67,156
"CH59","CH59_3","3","2010s",69,156
"CH66","CH66_3","3","2010s",57,156
"CH76","CH76_3","3","2010s",50,156
"CH77","CH77_3","3","2010s",85,156
"CH86","CH86_3","3","2010s",65,156
"CH87","CH87_3","3","2010s",62,156
"CH88","CH88_3","3","2010s",61,156
"CH95","CH95_3","3","2010s",61,156
"CH96","CH96_3","3","2010s",62,156
"CH97","CH97_3","3","2010s",71,156
"CH99","CH99_3","3","2010s",56,156
"DC07","DC07_3","3","2010s",68,156
"DC09","DC09_3","3","2010s",73,156
"DB14","DB14_3","3","2010s",58,156
"DB16","DB16_3","3","2010s",70,156
"DB24","DB24_3","3","2010s",61,156
"DB34","DB34_3","3","2010s",70,156
"DB35","DB35_3","3","2010s",55,156
"DB40","DB40_3","3","2010s",55,156
"DB45","DB45_3","3","2010s",78,156
"DB54","DB54_3","3","2010s",76,156
"DB55","DB55_3","3","2010s",84,156
"DB62","DB62_3","3","2010s",60,156
"DB64","DB64_3","3","2010s",69,156
"DB65","DB65_3","3","2010s",70,156
"DB68","DB68_3","3","2010s",48,156
"DB72","DB72_3","3","2010s",62,156
"DB74","DB74_3","3","2010s",66,156
"DB78","DB78_3","3","2010s",72,156
"DB79","DB79_3","3","2010s",52,156
"DB82","DB82_3","3","2010s",43,156
"DB83","DB83_3","3","2010s",71,156
"DB89","DB89_3","3","2010s",65,156
"DC00","DC00_3","3","2010s",105,156
"DC01","DC01_3","3","2010s",99,156
"DC04","DC04_3","3","2010s",80,156
"DC10","DC10_3","3","2010s",70,156
"DC11","DC11_3","3","2010s",78,156
"DC15","DC15_3","3","2010s",76,156
"DC18","DC18_3","3","2010s",60,156
"DC19","DC19_3","3","2010s",65,156
"DC23","DC23_3","3","2010s",66,156
"DC25","DC25_3","3","2010s",68,156
"DC26","DC26_3","3","2010s",78,156
"DC27","DC27_3","3","2010s",60,156
"DC32","DC32_3","3","2010s",54,156
"DC33","DC33_3","3","2010s",55,156
"DC40","DC40_3","3","2010s",91,156
"DC41","DC41_3","3","2010s",94,156
"DC42","DC42_3","3","2010s",83,156
"DC53","DC53_3","3","2010s",62,156
"DC57","DC57_3","3","2010s",76,156
"DC89","DC89_3","3","2010s",67,156
"DD00","DD00_3","3","2010s",54,156
"DD01","DD01_3","3","2010s",80,156
"DD03","DD03_3","3","2010s",65,156
"DD05","DD05_3","3","2010s",70,156
"DD08","DD08_3","3","2010s",73,156
"DD09","DD09_3","3","2010s",82,156
"DD10","DD10_3","3","2010s",66,156
"DD11","DD11_3","3","2010s",72,156
"DD12","DD12_3","3","2010s",63,156
"DD13","DD13_3","3","2010s",56,156
"DD16","DD16_3","3","2010s",74,156
"DD17","DD17_3","3","2010s",70,156
"DD18","DD18_3","3","2010s",85,156
"DD19","DD19_3","3","2010s",68,156
"DD21","DD21_3","3","2010s",85,156
"DD26","DD26_3","3","2010s",75,156
"DD28","DD28_3","3","2010s",66,156
"DD29","DD29_3","3","2010s",77,156
"DD30","DD30_3","3","2010s",58,156
"DD37","DD37_3","3","2010s",79,156
"DD43","DD43_3","3","2010s",67,156
"DD47","DD47_3","3","2010s",86,156
"DD51","DD51_3","3","2010s",65,156
"DD52","DD52_3","3","2010s",57,156
"DD53","DD53_3","3","2010s",63,156
"DD57","DD57_3","3","2010s",79,156
"DD61","DD61_3","3","2010s",68,156
"DD63","DD63_3","3","2010s",55,156
"DD64","DD64_3","3","2010s",58,156
"DD70","DD70_3","3","2010s",74,156
"DD72","DD72_3","3","2010s",52,156
"DD80","DD80_3","3","2010s",73,156
"DD90","DD90_3","3","2010s",74,156
"DD91","DD91_3","3","2010s",53,156
"DE01","DE01_3","3","2010s",64,156
"DE03","DE03_3","3","2010s",60,156
"DE07","DE07_3","3","2010s",78,156
"DE11","DE11_3","3","2010s",77,156
"DE15","DE15_3","3","2010s",58,156
"DE16","DE16_3","3","2010s",81,156
"DE18","DE18_3","3","2010s",68,156
"DE21","DE21_3","3","2010s",57,156
"DE23","DE23_3","3","2010s",69,156
"DE24","DE24_3","3","2010s",74,156
"DE25","DE25_3","3","2010s",79,156
"DE30","DE30_3","3","2010s",67,156
"DE31","DE31_3","3","2010s",51,156
"DE34","DE34_3","3","2010s",87,156
"DE35","DE35_3","3","2010s",59,156
"DE36","DE36_3","3","2010s",74,156
"DE37","DE37_3","3","2010s",73,156
"DE38","DE38_3","3","2010s",48,156
"DE40","DE40_3","3","2010s",69,156
"DE43","DE43_3","3","2010s",61,156
"DE44","DE44_3","3","2010s",71,156
"DE50","DE50_3","3","2010s",40,156
"DE51","DE51_3","3","2010s",58,156
"DE52","DE52_3","3","2010s",59,156
"DE53","DE53_3","3","2010s",69,156
"DE55","DE55_3","3","2010s",46,156
"DE68","DE68_3","3","2010s",84,156
"DE78","DE78_3","3","2010s",64,156
"DE79","DE79_3","3","2010s",74,156
"DE84","DE84_3","3","2010s",65,156
"DE86","DE86_3","3","2010s",73,156
"DE87","DE87_3","3","2010s",70,156
"DE90","DE90_3","3","2010s",45,156
"DE94","DE94_3","3","2010s",77,156
"DE96","DE96_3","3","2010s",74,156
"DE97","DE97_3","3","2010s",81,156
"DE98","DE98_3","3","2010s",74,156
"DE99","DE99_3","3","2010s",70,156
"DF05","DF05_3","3","2010s",46,156
"DF08","DF08_3","3","2010s",96,156
"DF10","DF10_3","3","2010s",60,156
"DF14","DF14_3","3","2010s",66,156
"DF15","DF15_3","3","2010s",73,156
"DF16","DF16_3","3","2010s",81,156
"DF17","DF17_3","3","2010s",66,156
"DF18","DF18_3","3","2010s",78,156
"DF19","DF19_3","3","2010s",52,156
"DF20","DF20_3","3","2010s",59,156
"DF25","DF25_3","3","2010s",71,156
"DF28","DF28_3","3","2010s",89,156
"DF29","DF29_3","3","2010s",67,156
"DF30","DF30_3","3","2010s",46,156
"DF31","DF31_3","3","2010s",74,156
"DF37","DF37_3","3","2010s",89,156
"DF38","DF38_3","3","2010s",85,156
"DF41","DF41_3","3","2010s",92,156
"DF48","DF48_3","3","2010s",64,156
"DF49","DF49_3","3","2010s",52,156
"DF51","DF51_3","3","2010s",74,156
"DF59","DF59_3","3","2010s",45,156
"DF61","DF61_3","3","2010s",54,156
"DF71","DF71_3","3","2010s",70,156
"DF80","DF80_3","3","2010s",77,156
"DF96","DF96_3","3","2010s",64,156
"DF97","DF97_3","3","2010s",62,156
"DG00","DG00_3","3","2010s",51,156
"DG07","DG07_3","3","2010s",80,156
"DG08","DG08_3","3","2010s",71,156
"DG09","DG09_3","3","2010s",64,156
"DG16","DG16_3","3","2010s",58,156
"DG17","DG17_3","3","2010s",64,156
"DG22","DG22_3","3","2010s",58,156
"DG23","DG23_3","3","2010s",81,156
"DG27","DG27_3","3","2010s",60,156
"DG28","DG28_3","3","2010s",60,156
"DG34","DG34_3","3","2010s",64,156
"DG35","DG35_3","3","2010s",58,156
"DG41","DG41_3","3","2010s",58,156
"DG42","DG42_3","3","2010s",66,156
"DG43","DG43_3","3","2010s",86,156
"DG47","DG47_3","3","2010s",52,156
"DG48","DG48_3","3","2010s",71,156
"DG49","DG49_3","3","2010s",58,156
"DG51","DG51_3","3","2010s",87,156
"DG56","DG56_3","3","2010s",57,156
"DG57","DG57_3","3","2010s",62,156
"DG58","DG58_3","3","2010s",62,156
"DG61","DG61_3","3","2010s",86,156
"DG62","DG62_3","3","2010s",98,156
"DG63","DG63_3","3","2010s",71,156
"DG64","DG64_3","3","2010s",71,156
"DG67","DG67_3","3","2010s",54,156
"DG69","DG69_3","3","2010s",59,156
"DG71","DG71_3","3","2010s",81,156
"DG72","DG72_3","3","2010s",94,156
"DG73","DG73_3","3","2010s",67,156
"DG74","DG74_3","3","2010s",60,156
"DG75","DG75_3","3","2010s",64,156
"DG76","DG76_3","3","2010s",63,156
"DG78","DG78_3","3","2010s",68,156
"DG79","DG79_3","3","2010s",59,156
"DG83","DG83_3","3","2010s",84,156
"DG85","DG85_3","3","2010s",61,156
"DG86","DG86_3","3","2010s",62,156
"DG87","DG87_3","3","2010s",82,156
"DG88","DG88_3","3","2010s",59,156
"DG89","DG89_3","3","2010s",65,156
"DG91","DG91_3","3","2010s",76,156
"DG92","DG92_3","3","2010s",72,156
"DG94","DG94_3","3","2010s",86,156
"DG95","DG95_3","3","2010s",87,156
"DG96","DG96_3","3","2010s",89,156
"DG97","DG97_3","3","2010s",72,156
"DH06","DH06_3","3","2010s",67,156
"DH07","DH07_3","3","2010s",70,156
"DH08","DH08_3","3","2010s",71,156
"DH16","DH16_3","3","2010s",65,156
"DH17","DH17_3","3","2010s",71,156
"DH18","DH18_3","3","2010s",78,156
"DH19","DH19_3","3","2010s",62,156
"DH26","DH26_3","3","2010s",55,156
"DH86","DH86_3","3","2010s",66,156
"DH98","DH98_3","3","2010s",58,156
"DH99","DH99_3","3","2010s",72,156
"ED00","ED00_3","3","2010s",74,156
"ED01","ED01_3","3","2010s",61,156
"EE08","EE08_3","3","2010s",56,156
"EE09","EE09_3","3","2010s",63,156
"EB03","EB03_3","3","2010s",72,156
"EB04","EB04_3","3","2010s",76,156
"EB06","EB06_3","3","2010s",45,156
"EB07","EB07_3","3","2010s",75,156
"EB08","EB08_3","3","2010s",74,156
"EB10","EB10_3","3","2010s",64,156
"ED13","ED13_3","3","2010s",59,156
"ED23","ED23_3","3","2010s",69,156
"ED30","ED30_3","3","2010s",64,156
"EE05","EE05_3","3","2010s",72,156
"EE07","EE07_3","3","2010s",75,156
"EE15","EE15_3","3","2010s",65,156
"EE16","EE16_3","3","2010s",75,156
"EE17","EE17_3","3","2010s",90,156
"EE19","EE19_3","3","2010s",38,156
"EE27","EE27_3","3","2010s",66,156
"EE39","EE39_3","3","2010s",73,156
"EF00","EF00_3","3","2010s",52,156
"EF01","EF01_3","3","2010s",64,156
"EF02","EF02_3","3","2010s",81,156
"EF06","EF06_3","3","2010s",49,156
"EF07","EF07_3","3","2010s",48,156
"EF08","EF08_3","3","2010s",52,156
"EF09","EF09_3","3","2010s",66,156
"EF10","EF10_3","3","2010s",57,156
"EF11","EF11_3","3","2010s",51,156
"EF54","EF54_3","3","2010s",49,156
"EF70","EF70_3","3","2010s",64,156
"EF71","EF71_3","3","2010s",74,156
"EF74","EF74_3","3","2010s",67,156
"EF75","EF75_3","3","2010s",73,156
"EF81","EF81_3","3","2010s",73,156
"EF82","EF82_3","3","2010s",66,156
"EF83","EF83_3","3","2010s",40,156
"EF85","EF85_3","3","2010s",63,156
"EF90","EF90_3","3","2010s",49,156
"EF91","EF91_3","3","2010s",78,156
"EF92","EF92_3","3","2010s",73,156
"EF93","EF93_3","3","2010s",111,156
"EF94","EF94_3","3","2010s",52,156
"EG00","EG00_3","3","2010s",64,156
"EG01","EG01_3","3","2010s",69,156
"EG02","EG02_3","3","2010s",66,156
"EG04","EG04_3","3","2010s",83,156
"EG05","EG05_3","3","2010s",79,156
"EG06","EG06_3","3","2010s",64,156
"EG07","EG07_3","3","2010s",70,156
"EG08","EG08_3","3","2010s",67,156
"EG10","EG10_3","3","2010s",87,156
"EG11","EG11_3","3","2010s",63,156
"EG13","EG13_3","3","2010s",67,156
"EG14","EG14_3","3","2010s",67,156
"EG15","EG15_3","3","2010s",75,156
"EG17","EG17_3","3","2010s",63,156
"EG18","EG18_3","3","2010s",55,156
"EG19","EG19_3","3","2010s",54,156
"EG21","EG21_3","3","2010s",47,156
"EG22","EG22_3","3","2010s",56,156
"EG23","EG23_3","3","2010s",58,156
"EG24","EG24_3","3","2010s",72,156
"EG25","EG25_3","3","2010s",81,156
"EG26","EG26_3","3","2010s",96,156
"EG30","EG30_3","3","2010s",54,156
"EG40","EG40_3","3","2010s",63,156
"EG42","EG42_3","3","2010s",70,156
"EG76","EG76_3","3","2010s",61,156
"EG84","EG84_3","3","2010s",86,156
"EG85","EG85_3","3","2010s",79,156
"EG88","EG88_3","3","2010s",61,156
"EG94","EG94_3","3","2010s",81,156
"EG95","EG95_3","3","2010s",75,156
"EG96","EG96_3","3","2010s",56,156
"EG99","EG99_3","3","2010s",52,156
"EH08","EH08_3","3","2010s",63,156
"EH13","EH13_3","3","2010s",72,156
"EH17","EH17_3","3","2010s",50,156
"EH23","EH23_3","3","2010s",60,156
"EH27","EH27_3","3","2010s",60,156
"EH37","EH37_3","3","2010s",63,156
"EH39","EH39_3","3","2010s",80,156
"EH49","EH49_3","3","2010s",58,156
"EH54","EH54_3","3","2010s",52,156
"EH64","EH64_3","3","2010s",60,156
"EH73","EH73_3","3","2010s",56,156
"EH75","EH75_3","3","2010s",79,156
"EH88","EH88_3","3","2010s",44,156
"EH92","EH92_3","3","2010s",88,156
"EH96","EH96_3","3","2010s",51,156
"FE10","FE10_3","3","2010s",66,156
"FE20","FE20_3","3","2010s",76,156
"FE30","FE30_3","3","2010s",104,156
"FE40","FE40_3","3","2010s",78,156
"FE60","FE60_3","3","2010s",81,156
"FE61","FE61_3","3","2010s",72,156
"FE80","FE80_3","3","2010s",81,156
"FE82","FE82_3","3","2010s",99,156
"FE83","FE83_3","3","2010s",87,156
"FE90","FE90_3","3","2010s",73,156
"FE91","FE91_3","3","2010s",94,156
"FF08","FF08_3","3","2010s",44,156
"FF10","FF10_3","3","2010s",65,156
"FF13","FF13_3","3","2010s",62,156
"FF14","FF14_3","3","2010s",67,156
"FF18","FF18_3","3","2010s",79,156
"FF19","FF19_3","3","2010s",56,156
"FF22","FF22_3","3","2010s",65,156
"FF23","FF23_3","3","2010s",52,156
"FF24","FF24_3","3","2010s",84,156
"FF25","FF25_3","3","2010s",72,156
"FF27","FF27_3","3","2010s",71,156
"FF29","FF29_3","3","2010s",66,156
"FF30","FF30_3","3","2010s",74,156
"FF31","FF31_3","3","2010s",62,156
"FF33","FF33_3","3","2010s",63,156
"FF36","FF36_3","3","2010s",66,156
"FF40","FF40_3","3","2010s",78,156
"FF41","FF41_3","3","2010s",56,156
"FF42","FF42_3","3","2010s",46,156
"FF43","FF43_3","3","2010s",57,156
"FF46","FF46_3","3","2010s",69,156
"FF50","FF50_3","3","2010s",75,156
"FF53","FF53_3","3","2010s",65,156
"FF54","FF54_3","3","2010s",80,156
"FF55","FF55_3","3","2010s",63,156
"FF57","FF57_3","3","2010s",64,156
"FF62","FF62_3","3","2010s",90,156
"FF67","FF67_3","3","2010s",71,156
"FF69","FF69_3","3","2010s",75,156
"FF70","FF70_3","3","2010s",83,156
"FF72","FF72_3","3","2010s",53,156
"FF73","FF73_3","3","2010s",78,156
"FF74","FF74_3","3","2010s",73,156
"FF75","FF75_3","3","2010s",91,156
"FF76","FF76_3","3","2010s",78,156
"FF78","FF78_3","3","2010s",77,156
"FF79","FF79_3","3","2010s",90,156
"FF80","FF80_3","3","2010s",61,156
"FF81","FF81_3","3","2010s",74,156
"FF82","FF82_3","3","2010s",70,156
"FF83","FF83_3","3","2010s",66,156
"FF84","FF84_3","3","2010s",88,156
"FF86","FF86_3","3","2010s",89,156
"FF87","FF87_3","3","2010s",64,156
"FF89","FF89_3","3","2010s",64,156
"FF90","FF90_3","3","2010s",67,156
"FF91","FF91_3","3","2010s",52,156
"FF92","FF92_3","3","2010s",59,156
"FF93","FF93_3","3","2010s",69,156
"FF95","FF95_3","3","2010s",51,156
"FF98","FF98_3","3","2010s",62,156
"FF99","FF99_3","3","2010s",60,156
"FG04","FG04_3","3","2010s",69,156
"FG08","FG08_3","3","2010s",83,156
"FG09","FG09_3","3","2010s",61,156
"FG14","FG14_3","3","2010s",69,156
"FG18","FG18_3","3","2010s",67,156
"FG19","FG19_3","3","2010s",65,156
"FG27","FG27_3","3","2010s",72,156
"FG28","FG28_3","3","2010s",85,156
"FG29","FG29_3","3","2010s",76,156
"FG37","FG37_3","3","2010s",80,156
"FG43","FG43_3","3","2010s",65,156
"FG45","FG45_3","3","2010s",61,156
"FG47","FG47_3","3","2010s",77,156
"FG48","FG48_3","3","2010s",66,156
"FG53","FG53_3","3","2010s",85,156
"FG54","FG54_3","3","2010s",66,156
"FG56","FG56_3","3","2010s",85,156
"FG59","FG59_3","3","2010s",57,156
"FG60","FG60_3","3","2010s",65,156
"FG68","FG68_3","3","2010s",47,156
"FG70","FG70_3","3","2010s",75,156
"FG75","FG75_3","3","2010s",60,156
"FG76","FG76_3","3","2010s",67,156
"FG79","FG79_3","3","2010s",54,156
"FG82","FG82_3","3","2010s",51,156
"FG85","FG85_3","3","2010s",41,156
"FG86","FG86_3","3","2010s",59,156
"FG92","FG92_3","3","2010s",88,156
"FG93","FG93_3","3","2010s",59,156
"FG99","FG99_3","3","2010s",52,156
"FH01","FH01_3","3","2010s",78,156
"FH07","FH07_3","3","2010s",73,156
"FH08","FH08_3","3","2010s",73,156
"FH11","FH11_3","3","2010s",85,156
"FH12","FH12_3","3","2010s",62,156
"FH14","FH14_3","3","2010s",58,156
"FH15","FH15_3","3","2010s",59,156
"FH18","FH18_3","3","2010s",61,156
"FH21","FH21_3","3","2010s",74,156
"FH22","FH22_3","3","2010s",52,156
"FH23","FH23_3","3","2010s",74,156
"FH24","FH24_3","3","2010s",94,156
"FH25","FH25_3","3","2010s",63,156
"FH29","FH29_3","3","2010s",47,156
"FH32","FH32_3","3","2010s",67,156
"FH33","FH33_3","3","2010s",76,156
"FH34","FH34_3","3","2010s",56,156
"FH35","FH35_3","3","2010s",70,156
"FH36","FH36_3","3","2010s",73,156
"FH42","FH42_3","3","2010s",55,156
"FH43","FH43_3","3","2010s",56,156
"FH44","FH44_3","3","2010s",68,156
"FH45","FH45_3","3","2010s",60,156
"FH46","FH46_3","3","2010s",78,156
"FH52","FH52_3","3","2010s",68,156
"FH54","FH54_3","3","2010s",68,156
"FH55","FH55_3","3","2010s",59,156
"FH56","FH56_3","3","2010s",72,156
"FH58","FH58_3","3","2010s",68,156
"FH62","FH62_3","3","2010s",79,156
"FH65","FH65_3","3","2010s",48,156
"FH71","FH71_3","3","2010s",80,156
"FH72","FH72_3","3","2010s",55,156
"FH74","FH74_3","3","2010s",77,156
"FH75","FH75_3","3","2010s",62,156
"FH76","FH76_3","3","2010s",57,156
"FH79","FH79_3","3","2010s",75,156
"FH80","FH80_3","3","2010s",65,156
"FH81","FH81_3","3","2010s",61,156
"FH83","FH83_3","3","2010s",65,156
"FH84","FH84_3","3","2010s",56,156
"FH85","FH85_3","3","2010s",58,156
"FH86","FH86_3","3","2010s",71,156
"FH87","FH87_3","3","2010s",66,156
"FG91","FG91_3","3","2010s",63,156
"FH95","FH95_3","3","2010s",55,156
"FH96","FH96_3","3","2010s",55,156
"FH98","FH98_3","3","2010s",66,156
"GE00","GE00_3","3","2010s",77,156
"GE01","GE01_3","3","2010s",103,156
"GE02","GE02_3","3","2010s",82,156
"GE03","GE03_3","3","2010s",66,156
"GE04","GE04_3","3","2010s",51,156
"GE10","GE10_3","3","2010s",85,156
"GE11","GE11_3","3","2010s",95,156
"GE12","GE12_3","3","2010s",85,156
"GE13","GE13_3","3","2010s",93,156
"GE14","GE14_3","3","2010s",67,156
"GE20","GE20_3","3","2010s",76,156
"GE21","GE21_3","3","2010s",90,156
"GE24","GE24_3","3","2010s",66,156
"GE30","GE30_3","3","2010s",89,156
"GE32","GE32_3","3","2010s",92,156
"GE34","GE34_3","3","2010s",40,156
"GE43","GE43_3","3","2010s",88,156
"GF00","GF00_3","3","2010s",87,156
"GF01","GF01_3","3","2010s",71,156
"GF02","GF02_3","3","2010s",61,156
"GF03","GF03_3","3","2010s",82,156
"GF04","GF04_3","3","2010s",58,156
"GF06","GF06_3","3","2010s",71,156
"GF07","GF07_3","3","2010s",75,156
"GF08","GF08_3","3","2010s",82,156
"GF09","GF09_3","3","2010s",79,156
"GF12","GF12_3","3","2010s",32,156
"GF13","GF13_3","3","2010s",72,156
"GF15","GF15_3","3","2010s",67,156
"GF16","GF16_3","3","2010s",77,156
"GF17","GF17_3","3","2010s",91,156
"GF18","GF18_3","3","2010s",84,156
"GF19","GF19_3","3","2010s",76,156
"GF23","GF23_3","3","2010s",76,156
"GF25","GF25_3","3","2010s",81,156
"GF26","GF26_3","3","2010s",76,156
"GF27","GF27_3","3","2010s",83,156
"GF28","GF28_3","3","2010s",79,156
"GF29","GF29_3","3","2010s",72,156
"GF33","GF33_3","3","2010s",61,156
"GF34","GF34_3","3","2010s",70,156
"GF36","GF36_3","3","2010s",69,156
"GF37","GF37_3","3","2010s",76,156
"GF38","GF38_3","3","2010s",91,156
"GF43","GF43_3","3","2010s",81,156
"GF44","GF44_3","3","2010s",65,156
"GF45","GF45_3","3","2010s",52,156
"GF46","GF46_3","3","2010s",69,156
"GF47","GF47_3","3","2010s",67,156
"GF48","GF48_3","3","2010s",66,156
"GF49","GF49_3","3","2010s",59,156
"GF52","GF52_3","3","2010s",81,156
"GF53","GF53_3","3","2010s",65,156
"GF54","GF54_3","3","2010s",61,156
"GF55","GF55_3","3","2010s",55,156
"GF63","GF63_3","3","2010s",52,156
"GF74","GF74_3","3","2010s",39,156
"GG05","GG05_3","3","2010s",34,156
"GG06","GG06_3","3","2010s",44,156
"GG08","GG08_3","3","2010s",52,156
"GG09","GG09_3","3","2010s",73,156
"GG10","GG10_3","3","2010s",75,156
"GG15","GG15_3","3","2010s",36,156
"GG20","GG20_3","3","2010s",60,156
"GG25","GG25_3","3","2010s",71,156
"GG27","GG27_3","3","2010s",68,156
"GG28","GG28_3","3","2010s",70,156
"GG30","GG30_3","3","2010s",52,156
"GG36","GG36_3","3","2010s",61,156
"GG37","GG37_3","3","2010s",73,156
"GG40","GG40_3","3","2010s",54,156
"GH06","GH06_3","3","2010s",38,156
"GH07","GH07_3","3","2010s",89,156
"GH08","GH08_3","3","2010s",55,156
