bootstrap,atlas,period,support_class,n_pairs,prop_pairs
823,1,1970s,Supported positive,6935,0.566307365670423
823,1,1970s,Supported negative,303,0.024742773150416463
823,1,1970s,Unsupported,5008,0.40894986117916055
824,1,1970s,Supported positive,6924,0.5654091131798138
824,1,1970s,Supported negative,304,0.02482443246774457
824,1,1970s,Unsupported,5018,0.40976645435244163
825,1,1970s,Supported positive,6936,0.5663890249877511
825,1,1970s,Supported negative,313,0.025559366323697534
825,1,1970s,Unsupported,4997,0.40805160868855134
826,1,1970s,Supported positive,6901,0.5635309488812673
826,1,1970s,Supported negative,314,0.02564102564102564
826,1,1970s,Unsupported,5031,0.410828025477707
827,1,1970s,Supported positive,6905,0.5638575861505798
827,1,1970s,Supported negative,310,0.025314388371713212
827,1,1970s,Unsupported,5031,0.410828025477707
828,1,1970s,Supported positive,7013,0.5726767924220153
828,1,1970s,Supported negative,309,0.025232729054385106
828,1,1970s,Unsupported,4924,0.4020904785235995
829,1,1970s,Supported positive,6966,0.5688388045075943
829,1,1970s,Supported negative,312,0.025477707006369428
829,1,1970s,Unsupported,4968,0.40568348848603625
830,1,1970s,Supported positive,6949,0.5674505961130165
830,1,1970s,Supported negative,315,0.02572268495835375
830,1,1970s,Unsupported,4982,0.40682671892862976
831,1,1970s,Supported positive,6884,0.5621427404866896
831,1,1970s,Supported negative,305,0.024906091785072675
831,1,1970s,Unsupported,5057,0.4129511677282378
832,1,1970s,Supported positive,6966,0.5688388045075943
832,1,1970s,Supported negative,302,0.024661113833088357
832,1,1970s,Unsupported,4978,0.40650008165931734
833,1,1970s,Supported positive,6922,0.5652457945451576
833,1,1970s,Supported negative,315,0.02572268495835375
833,1,1970s,Unsupported,5009,0.40903152049648867
834,1,1970s,Supported positive,6938,0.5665523436224074
834,1,1970s,Supported negative,308,0.025151069737056997
834,1,1970s,Unsupported,5000,0.4082965866405357
835,1,1970s,Supported positive,6913,0.5645108606892046
835,1,1970s,Supported negative,315,0.02572268495835375
835,1,1970s,Unsupported,5018,0.40976645435244163
836,1,1970s,Supported positive,7030,0.5740650008165932
836,1,1970s,Supported negative,309,0.025232729054385106
836,1,1970s,Unsupported,4907,0.4007022701290217
837,1,1970s,Supported positive,6881,0.5618977625347052
837,1,1970s,Supported negative,304,0.02482443246774457
837,1,1970s,Unsupported,5061,0.41327780499755024
838,1,1970s,Supported positive,6980,0.5699820349501878
838,1,1970s,Supported negative,318,0.02596766291033807
838,1,1970s,Unsupported,4948,0.4040503021394741
839,1,1970s,Supported positive,6928,0.5657357504491263
839,1,1970s,Supported negative,305,0.024906091785072675
839,1,1970s,Unsupported,5013,0.4093581577658011
840,1,1970s,Supported positive,6906,0.5639392454679079
840,1,1970s,Supported negative,311,0.02539604768904132
840,1,1970s,Unsupported,5029,0.4106647068430508
841,1,1970s,Supported positive,6979,0.5699003756328597
841,1,1970s,Supported negative,318,0.02596766291033807
841,1,1970s,Unsupported,4949,0.40413196145680225
842,1,1970s,Supported positive,6944,0.567042299526376
842,1,1970s,Supported negative,314,0.02564102564102564
842,1,1970s,Unsupported,4988,0.4073166748325984
843,1,1970s,Supported positive,6946,0.5672056181610322
843,1,1970s,Supported negative,314,0.02564102564102564
843,1,1970s,Unsupported,4986,0.4071533561979422
844,1,1970s,Supported positive,6973,0.5694104197288911
844,1,1970s,Supported negative,303,0.024742773150416463
844,1,1970s,Unsupported,4970,0.4058468071206925
845,1,1970s,Supported positive,6940,0.5667156622570635
845,1,1970s,Supported negative,308,0.025151069737056997
845,1,1970s,Unsupported,4998,0.40813326800587946
846,1,1970s,Supported positive,6986,0.5704719908541565
846,1,1970s,Supported negative,302,0.024661113833088357
846,1,1970s,Unsupported,4958,0.40486689531275516
847,1,1970s,Supported positive,6918,0.5649191572758452
847,1,1970s,Supported negative,304,0.02482443246774457
847,1,1970s,Unsupported,5024,0.41025641025641024
848,1,1970s,Supported positive,6909,0.5641842234198922
848,1,1970s,Supported negative,308,0.025151069737056997
848,1,1970s,Unsupported,5029,0.4106647068430508
849,1,1970s,Supported positive,6993,0.5710436060754532
849,1,1970s,Supported negative,310,0.025314388371713212
849,1,1970s,Unsupported,4943,0.4036420055528336
850,1,1970s,Supported positive,6927,0.5656540911317981
850,1,1970s,Supported negative,305,0.024906091785072675
850,1,1970s,Unsupported,5014,0.4094398170831292
851,1,1970s,Supported positive,6940,0.5667156622570635
851,1,1970s,Supported negative,309,0.025232729054385106
851,1,1970s,Unsupported,4997,0.40805160868855134
852,1,1970s,Supported positive,6960,0.5683488486036257
852,1,1970s,Supported negative,306,0.024987751102400785
852,1,1970s,Unsupported,4980,0.4066634002939735
853,1,1970s,Supported positive,6980,0.5699820349501878
853,1,1970s,Supported negative,312,0.025477707006369428
853,1,1970s,Unsupported,4954,0.40454025804344274
854,1,1970s,Supported positive,6919,0.5650008165931732
854,1,1970s,Supported negative,311,0.02539604768904132
854,1,1970s,Unsupported,5016,0.4096031357177854
855,1,1970s,Supported positive,6924,0.5654091131798138
855,1,1970s,Supported negative,309,0.025232729054385106
855,1,1970s,Unsupported,5013,0.4093581577658011
856,1,1970s,Supported positive,6953,0.5677772333823289
856,1,1970s,Supported negative,312,0.025477707006369428
856,1,1970s,Unsupported,4981,0.40674505961130164
857,1,1970s,Supported positive,6972,0.569328760411563
857,1,1970s,Supported negative,316,0.025804344275681856
857,1,1970s,Unsupported,4958,0.40486689531275516
858,1,1970s,Supported positive,6938,0.5665523436224074
858,1,1970s,Supported negative,311,0.02539604768904132
858,1,1970s,Unsupported,4997,0.40805160868855134
859,1,1970s,Supported positive,6934,0.5662257063530949
859,1,1970s,Supported negative,308,0.025151069737056997
859,1,1970s,Unsupported,5004,0.4086232239098481
860,1,1970s,Supported positive,6930,0.5658990690837825
860,1,1970s,Supported negative,309,0.025232729054385106
860,1,1970s,Unsupported,5007,0.4088682018618324
861,1,1970s,Supported positive,6975,0.5695737383635473
861,1,1970s,Supported negative,320,0.026130981544994283
861,1,1970s,Unsupported,4951,0.40429528009145843
862,1,1970s,Supported positive,6968,0.5690021231422505
862,1,1970s,Supported negative,304,0.02482443246774457
862,1,1970s,Unsupported,4974,0.4061734443900049
863,1,1970s,Supported positive,6949,0.5674505961130165
863,1,1970s,Supported negative,314,0.02564102564102564
863,1,1970s,Unsupported,4983,0.4069083782459579
864,1,1970s,Supported positive,6945,0.567123958843704
864,1,1970s,Supported negative,309,0.025232729054385106
864,1,1970s,Unsupported,4992,0.40764331210191085
865,1,1970s,Supported positive,7004,0.5719418585660624
865,1,1970s,Supported negative,311,0.02539604768904132
865,1,1970s,Unsupported,4931,0.4026620937448963
866,1,1970s,Supported positive,6970,0.5691654417769068
866,1,1970s,Supported negative,313,0.025559366323697534
866,1,1970s,Unsupported,4963,0.4052751918993957
867,1,1970s,Supported positive,6983,0.5702270129021721
867,1,1970s,Supported negative,314,0.02564102564102564
867,1,1970s,Unsupported,4949,0.40413196145680225
868,1,1970s,Supported positive,6993,0.5710436060754532
868,1,1970s,Supported negative,313,0.025559366323697534
868,1,1970s,Unsupported,4940,0.4033970276008493
869,1,1970s,Supported positive,6913,0.5645108606892046
869,1,1970s,Supported negative,307,0.02506941041972889
869,1,1970s,Unsupported,5026,0.4104197288910665
870,1,1970s,Supported positive,6979,0.5699003756328597
870,1,1970s,Supported negative,311,0.02539604768904132
870,1,1970s,Unsupported,4956,0.404703576678099
871,1,1970s,Supported positive,6958,0.5681855299689694
871,1,1970s,Supported negative,308,0.025151069737056997
871,1,1970s,Unsupported,4980,0.4066634002939735
872,1,1970s,Supported positive,6922,0.5652457945451576
872,1,1970s,Supported negative,310,0.025314388371713212
872,1,1970s,Unsupported,5014,0.4094398170831292
873,1,1970s,Supported positive,6945,0.567123958843704
873,1,1970s,Supported negative,305,0.024906091785072675
873,1,1970s,Unsupported,4996,0.4079699493712233
874,1,1970s,Supported positive,6972,0.569328760411563
874,1,1970s,Supported negative,311,0.02539604768904132
874,1,1970s,Unsupported,4963,0.4052751918993957
875,1,1970s,Supported positive,6960,0.5683488486036257
875,1,1970s,Supported negative,310,0.025314388371713212
875,1,1970s,Unsupported,4976,0.4063367630246611
876,1,1970s,Supported positive,6926,0.56557243181447
876,1,1970s,Supported negative,299,0.024416135881104035
876,1,1970s,Unsupported,5021,0.41001143230442594
877,1,1970s,Supported positive,6967,0.5689204638249225
877,1,1970s,Supported negative,319,0.026049322227666177
877,1,1970s,Unsupported,4960,0.4050302139474114
878,1,1970s,Supported positive,6957,0.5681038706516414
878,1,1970s,Supported negative,307,0.02506941041972889
878,1,1970s,Unsupported,4982,0.40682671892862976
879,1,1970s,Supported positive,6919,0.5650008165931732
879,1,1970s,Supported negative,302,0.024661113833088357
879,1,1970s,Unsupported,5025,0.41033806957373836
880,1,1970s,Supported positive,6937,0.5664706843050792
880,1,1970s,Supported negative,299,0.024416135881104035
880,1,1970s,Unsupported,5010,0.40911317981381673
881,1,1970s,Supported positive,6938,0.5665523436224074
881,1,1970s,Supported negative,316,0.025804344275681856
881,1,1970s,Unsupported,4992,0.40764331210191085
882,1,1970s,Supported positive,6912,0.5644292013718766
882,1,1970s,Supported negative,308,0.025151069737056997
882,1,1970s,Unsupported,5026,0.4104197288910665
883,1,1970s,Supported positive,6907,0.564020904785236
883,1,1970s,Supported negative,311,0.02539604768904132
883,1,1970s,Unsupported,5028,0.41058304752572267
884,1,1970s,Supported positive,6934,0.5662257063530949
884,1,1970s,Supported negative,315,0.02572268495835375
884,1,1970s,Unsupported,4997,0.40805160868855134
885,1,1970s,Supported positive,6980,0.5699820349501878
885,1,1970s,Supported negative,313,0.025559366323697534
885,1,1970s,Unsupported,4953,0.40445859872611467
886,1,1970s,Supported positive,6970,0.5691654417769068
886,1,1970s,Supported negative,310,0.025314388371713212
886,1,1970s,Unsupported,4966,0.40552016985138006
887,1,1970s,Supported positive,6982,0.5701453535848441
887,1,1970s,Supported negative,315,0.02572268495835375
887,1,1970s,Unsupported,4949,0.40413196145680225
888,1,1970s,Supported positive,6913,0.5645108606892046
888,1,1970s,Supported negative,313,0.025559366323697534
888,1,1970s,Unsupported,5020,0.4099297729870978
889,1,1970s,Supported positive,6939,0.5666340029397354
889,1,1970s,Supported negative,318,0.02596766291033807
889,1,1970s,Unsupported,4989,0.4073983341499265
890,1,1970s,Supported positive,6961,0.5684305079209537
890,1,1970s,Supported negative,313,0.025559366323697534
890,1,1970s,Unsupported,4972,0.40601012575534867
891,1,1970s,Supported positive,6930,0.5658990690837825
891,1,1970s,Supported negative,304,0.02482443246774457
891,1,1970s,Unsupported,5012,0.40927649844847297
892,1,1970s,Supported positive,6939,0.5666340029397354
892,1,1970s,Supported negative,315,0.02572268495835375
892,1,1970s,Unsupported,4992,0.40764331210191085
893,1,1970s,Supported positive,6982,0.5701453535848441
893,1,1970s,Supported negative,309,0.025232729054385106
893,1,1970s,Unsupported,4955,0.40462191736077086
894,1,1970s,Supported positive,6951,0.5676139147476728
894,1,1970s,Supported negative,311,0.02539604768904132
894,1,1970s,Unsupported,4984,0.40699003756328594
895,1,1970s,Supported positive,6944,0.567042299526376
895,1,1970s,Supported negative,308,0.025151069737056997
895,1,1970s,Unsupported,4994,0.40780663073656703
896,1,1970s,Supported positive,6930,0.5658990690837825
896,1,1970s,Supported negative,314,0.02564102564102564
896,1,1970s,Unsupported,5002,0.4084599052751919
897,1,1970s,Supported positive,6892,0.5627960150253144
897,1,1970s,Supported negative,309,0.025232729054385106
897,1,1970s,Unsupported,5045,0.4119712559203005
898,1,1970s,Supported positive,6943,0.5669606402090479
898,1,1970s,Supported negative,307,0.02506941041972889
898,1,1970s,Unsupported,4996,0.4079699493712233
899,1,1970s,Supported positive,6954,0.5678588926996571
899,1,1970s,Supported negative,306,0.024987751102400785
899,1,1970s,Unsupported,4986,0.4071533561979422
900,1,1970s,Supported positive,6920,0.5650824759105014
900,1,1970s,Supported negative,312,0.025477707006369428
900,1,1970s,Unsupported,5014,0.4094398170831292
901,1,1970s,Supported positive,6940,0.5667156622570635
901,1,1970s,Supported negative,308,0.025151069737056997
901,1,1970s,Unsupported,4998,0.40813326800587946
902,1,1970s,Supported positive,6970,0.5691654417769068
902,1,1970s,Supported negative,310,0.025314388371713212
902,1,1970s,Unsupported,4966,0.40552016985138006
903,1,1970s,Supported positive,6957,0.5681038706516414
903,1,1970s,Supported negative,309,0.025232729054385106
903,1,1970s,Unsupported,4980,0.4066634002939735
904,1,1970s,Supported positive,6952,0.5676955740650008
904,1,1970s,Supported negative,306,0.024987751102400785
904,1,1970s,Unsupported,4988,0.4073166748325984
905,1,1970s,Supported positive,6901,0.5635309488812673
905,1,1970s,Supported negative,311,0.02539604768904132
905,1,1970s,Unsupported,5034,0.41107300342969133
906,1,1970s,Supported positive,6969,0.5690837824595787
906,1,1970s,Supported negative,317,0.025886003593009962
906,1,1970s,Unsupported,4960,0.4050302139474114
907,1,1970s,Supported positive,6953,0.5677772333823289
907,1,1970s,Supported negative,323,0.026375959496978605
907,1,1970s,Unsupported,4970,0.4058468071206925
908,1,1970s,Supported positive,6923,0.5653274538624857
908,1,1970s,Supported negative,303,0.024742773150416463
908,1,1970s,Unsupported,5020,0.4099297729870978
909,1,1970s,Supported positive,6941,0.5667973215743917
909,1,1970s,Supported negative,315,0.02572268495835375
909,1,1970s,Unsupported,4990,0.4074799934672546
910,1,1970s,Supported positive,7002,0.5717785399314061
910,1,1970s,Supported negative,306,0.024987751102400785
910,1,1970s,Unsupported,4938,0.40323370896619304
911,1,1970s,Supported positive,6945,0.567123958843704
911,1,1970s,Supported negative,309,0.025232729054385106
911,1,1970s,Unsupported,4992,0.40764331210191085
912,1,1970s,Supported positive,6888,0.5624693777560019
912,1,1970s,Supported negative,314,0.02564102564102564
912,1,1970s,Unsupported,5044,0.4118895966029724
913,1,1970s,Supported positive,6963,0.56859382655561
913,1,1970s,Supported negative,303,0.024742773150416463
913,1,1970s,Unsupported,4980,0.4066634002939735
914,1,1970s,Supported positive,6983,0.5702270129021721
914,1,1970s,Supported negative,303,0.024742773150416463
914,1,1970s,Unsupported,4960,0.4050302139474114
915,1,1970s,Supported positive,6932,0.5660623877184386
915,1,1970s,Supported negative,309,0.025232729054385106
915,1,1970s,Unsupported,5005,0.40870488322717624
916,1,1970s,Supported positive,6932,0.5660623877184386
916,1,1970s,Supported negative,307,0.02506941041972889
916,1,1970s,Unsupported,5007,0.4088682018618324
917,1,1970s,Supported positive,6934,0.5662257063530949
917,1,1970s,Supported negative,320,0.026130981544994283
917,1,1970s,Unsupported,4992,0.40764331210191085
918,1,1970s,Supported positive,6939,0.5666340029397354
918,1,1970s,Supported negative,309,0.025232729054385106
918,1,1970s,Unsupported,4998,0.40813326800587946
919,1,1970s,Supported positive,6970,0.5691654417769068
919,1,1970s,Supported negative,315,0.02572268495835375
919,1,1970s,Unsupported,4961,0.4051118732647395
920,1,1970s,Supported positive,6983,0.5702270129021721
920,1,1970s,Supported negative,303,0.024742773150416463
920,1,1970s,Unsupported,4960,0.4050302139474114
921,1,1970s,Supported positive,6927,0.5656540911317981
921,1,1970s,Supported negative,306,0.024987751102400785
921,1,1970s,Unsupported,5013,0.4093581577658011
922,1,1970s,Supported positive,6930,0.5658990690837825
922,1,1970s,Supported negative,316,0.025804344275681856
922,1,1970s,Unsupported,5000,0.4082965866405357
923,1,1970s,Supported positive,6924,0.5654091131798138
923,1,1970s,Supported negative,303,0.024742773150416463
923,1,1970s,Unsupported,5019,0.4098481136697697
924,1,1970s,Supported positive,6946,0.5672056181610322
924,1,1970s,Supported negative,309,0.025232729054385106
