"survey","site","rarity_score","rarity_percentile","rarity_rank","is_top_decile","tmean_year","tmean_winter","tmean_breeding","prec_year","prec_winter","prec_breeding","hh","unique","perc_urban","perc_cropland","perc_pasture","perc_forest","perc_grass_shrub","perc_fresh_saltwater","hotspot_group","dominant_landcover"
"GE32_3","GE32",0.208072638328677,0.965843405149764,66,TRUE,9.20093862977996,1.04057807812461,9.41372894500643,535.08579727411,127.504045487727,205.129992511649,0.600163774854417,6,0.26323022785172,0.0391216387592943,0.0536683830295665,0.567395783808857,0.0278746253883383,0.0487093411622244,"Top-decile rarity hotspots","Forest"
"FH63_3","FH63",0.207986076860756,0.965317919075145,67,TRUE,10.0101095132457,2.45968112989748,9.90340840859307,490.491148153308,116.233305646324,192.249542288246,0.678391162952242,5,0,0.252937029656081,0.0730640094271249,0.147679372473692,0,0.526319588443101,"Top-decile rarity hotspots","Fresh/saltwater"
"DG23_3","DG23",0.206390399700032,0.964792433000526,68,TRUE,9.94413716328025,2.49300048485754,9.86369093870151,559.007414474468,145.980291949536,203.470471390314,0.657995816899608,7,0.0487093345722462,0.167688726279459,0.0243546672861231,0.052233928149074,0.122121444185596,0.584891899527502,"Top-decile rarity hotspots","Fresh/saltwater"
"BG95_3","BG95",0.204776181673464,0.964266946925906,69,TRUE,9.8903424497365,2.3217166624557,9.783125373151,686.143428376045,174.5763198474,241.103245277515,0.675896888441747,4,0,0.390111468025119,0.0554522124876472,0.349181600572964,0.20525471891427,0,"Top-decile rarity hotspots","Cropland"
"BE82_3","BE82",0.203566293854234,0.963741460851287,70,TRUE,9.40656288337864,1.8437004863209,9.36590541834382,697.359374701206,195.342045057503,239.800155976931,0.596256196046752,4,0.0747129208622049,0.180922782309382,0,0.582407773701051,0.161956523127362,0,"Top-decile rarity hotspots","Forest"
"DF41_3","DF41",0.202047582195262,0.963215974776668,71,TRUE,9.79887239596968,2.44543369270925,9.71624532258159,505.852624477911,131.742707969262,188.544490101648,0.790062510898808,7,0.12987083790451,0.337646102621151,0.178310719436782,0.168703666692602,0.0974186734804694,0.0880499998644865,"Top-decile rarity hotspots","Cropland"
"BH99_3","BH99",0.201515136074049,0.962690488702049,72,TRUE,9.97699294295564,2.32244897708066,9.89883837989563,693.099265467465,169.103813247872,245.149930564825,0.699097755166651,5,0.0690876075916414,0.426015503337727,0.0326505755580518,0.267901344539042,0.204344968973538,0,"Top-decile rarity hotspots","Cropland"
"GH17_3","GH17",0.1987970017948,0.96216500262743,73,TRUE,9.85019393577829,2.38230019740629,9.676619399693,505.917573923757,123.174013762357,192.014746650148,0.493386086694188,4,0,0.0985594912936889,0,0.170482685747698,0.0487093387850565,0.682248484173557,"Top-decile rarity hotspots","Fresh/saltwater"
"DH67_3","DH67",0.197786366836657,0.961639516552811,74,TRUE,9.94597206586326,2.45464357051824,9.86894010736476,548.067229093429,136.832418741884,204.736363090256,0.627064549144913,5,0.0730640062528459,0.420506884874664,0,0,0.0487093375018973,0.457719771370593,"Top-decile rarity hotspots","Fresh/saltwater"
"EH92_3","EH92",0.195779048610571,0.961114030478192,75,TRUE,10.074096746675,2.51340310769968,10.0110671032927,486.829623727425,113.992361193447,191.669266678264,0.573048767318859,4,0,0.138928277269242,0.152133481857545,0,0,0.708938240873213,"Top-decile rarity hotspots","Fresh/saltwater"
