"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"CC82_2","CC82","2","1990s",1992,41,201,"All model-included surveys"
"CC82_3","CC82","3","2010s",2014,62,201,"All model-included surveys"
"CC83_1","CC83","1","1970s",1971,59,201,"All model-included surveys"
"CC83_2","CC83","2","1990s",1992,49,201,"All model-included surveys"
"CC83_3","CC83","3","2010s",2014,55,201,"All model-included surveys"
"CC84_1","CC84","1","1970s",1971,41,201,"All model-included surveys"
"CC84_2","CC84","2","1990s",1992,40,201,"All model-included surveys"
"CC84_3","CC84","3","2010s",2014,39,201,"All model-included surveys"
"CC85_1","CC85","1","1970s",1971,85,201,"All model-included surveys"
"CC85_2","CC85","2","1990s",1992,87,201,"All model-included surveys"
"CC85_3","CC85","3","2010s",2014,65,201,"All model-included surveys"
"CC86_1","CC86","1","1970s",1971,50,201,"All model-included surveys"
"CC86_2","CC86","2","1990s",1992,72,201,"All model-included surveys"
"CC86_3","CC86","3","2010s",2014,62,201,"All model-included surveys"
"CC87_2","CC87","2","1990s",1992,42,201,"All model-included surveys"
"CC87_3","CC87","3","2010s",2014,64,201,"All model-included surveys"
"CC88_1","CC88","1","1970s",1971,47,201,"All model-included surveys"
"CC88_2","CC88","2","1990s",1992,47,201,"All model-included surveys"
"CC88_3","CC88","3","2010s",2014,57,201,"All model-included surveys"
"CC89_1","CC89","1","1970s",1971,44,201,"All model-included surveys"
"CC89_2","CC89","2","1990s",1992,51,201,"All model-included surveys"
"CC89_3","CC89","3","2010s",2014,55,201,"All model-included surveys"
"CC90_1","CC90","1","1970s",1971,45,201,"All model-included surveys"
"CC90_2","CC90","2","1990s",1992,49,201,"All model-included surveys"
"CC90_3","CC90","3","2010s",2014,81,201,"All model-included surveys"
"CC91_1","CC91","1","1970s",1971,46,201,"All model-included surveys"
"CC91_2","CC91","2","1990s",1992,61,201,"All model-included surveys"
"CC91_3","CC91","3","2010s",2014,100,201,"All model-included surveys"
"CC92_1","CC92","1","1970s",1971,58,201,"All model-included surveys"
"CC92_2","CC92","2","1990s",1992,67,201,"All model-included surveys"
"CC92_3","CC92","3","2010s",2014,65,201,"All model-included surveys"
"CC93_1","CC93","1","1970s",1971,62,201,"All model-included surveys"
"CC93_2","CC93","2","1990s",1992,58,201,"All model-included surveys"
"CC93_3","CC93","3","2010s",2014,63,201,"All model-included surveys"
"CC94_1","CC94","1","1970s",1971,63,201,"All model-included surveys"
"CC94_2","CC94","2","1990s",1992,69,201,"All model-included surveys"
"CC94_3","CC94","3","2010s",2014,61,201,"All model-included surveys"
"CC95_1","CC95","1","1970s",1971,30,201,"All model-included surveys"
"CC95_2","CC95","2","1990s",1992,69,201,"All model-included surveys"
"CC95_3","CC95","3","2010s",2014,61,201,"All model-included surveys"
"CC96_1","CC96","1","1970s",1971,60,201,"All model-included surveys"
"CC96_2","CC96","2","1990s",1992,67,201,"All model-included surveys"
"CC96_3","CC96","3","2010s",2014,76,201,"All model-included surveys"
"CC97_1","CC97","1","1970s",1971,80,201,"All model-included surveys"
"CC97_2","CC97","2","1990s",1992,60,201,"All model-included surveys"
"CC97_3","CC97","3","2010s",2014,70,201,"All model-included surveys"
"CC98_1","CC98","1","1970s",1971,55,201,"All model-included surveys"
"CC98_2","CC98","2","1990s",1992,53,201,"All model-included surveys"
"CC98_3","CC98","3","2010s",2014,72,201,"All model-included surveys"
"CC99_1","CC99","1","1970s",1971,39,201,"All model-included surveys"
"CC99_2","CC99","2","1990s",1992,45,201,"All model-included surveys"
"CC99_3","CC99","3","2010s",2014,53,201,"All model-included surveys"
"CD00_1","CD00","1","1970s",1971,54,201,"All model-included surveys"
"CD00_2","CD00","2","1990s",1992,38,201,"All model-included surveys"
"CD00_3","CD00","3","2010s",2014,53,201,"All model-included surveys"
"CD01_1","CD01","1","1970s",1971,47,201,"All model-included surveys"
"CD01_2","CD01","2","1990s",1992,38,201,"All model-included surveys"
"CD01_3","CD01","3","2010s",2014,56,201,"All model-included surveys"
"CD02_1","CD02","1","1970s",1971,51,201,"All model-included surveys"
"CD02_2","CD02","2","1990s",1992,42,201,"All model-included surveys"
"CD02_3","CD02","3","2010s",2014,58,201,"All model-included surveys"
"CD03_1","CD03","1","1970s",1971,73,201,"All model-included surveys"
"CD03_2","CD03","2","1990s",1992,77,201,"All model-included surveys"
"CD03_3","CD03","3","2010s",2014,88,201,"All model-included surveys"
"CD04_1","CD04","1","1970s",1971,61,201,"All model-included surveys"
"CD04_2","CD04","2","1990s",1992,73,201,"All model-included surveys"
"CD04_3","CD04","3","2010s",2014,66,201,"All model-included surveys"
"CD05_1","CD05","1","1970s",1971,35,201,"All model-included surveys"
"CD05_2","CD05","2","1990s",1992,42,201,"All model-included surveys"
"CD05_3","CD05","3","2010s",2014,63,201,"All model-included surveys"
"CD06_1","CD06","1","1970s",1971,36,201,"All model-included surveys"
"CD06_2","CD06","2","1990s",1992,34,201,"All model-included surveys"
"CD06_3","CD06","3","2010s",2014,49,201,"All model-included surveys"
"CD07_1","CD07","1","1970s",1971,36,201,"All model-included surveys"
"CD07_2","CD07","2","1990s",1992,40,201,"All model-included surveys"
"CD07_3","CD07","3","2010s",2014,53,201,"All model-included surveys"
"CD08_1","CD08","1","1970s",1971,60,201,"All model-included surveys"
"CD08_2","CD08","2","1990s",1992,43,201,"All model-included surveys"
"CD08_3","CD08","3","2010s",2014,59,201,"All model-included surveys"
"CD09_1","CD09","1","1970s",1971,55,201,"All model-included surveys"
"CD09_2","CD09","2","1990s",1992,56,201,"All model-included surveys"
"CD09_3","CD09","3","2010s",2014,58,201,"All model-included surveys"
"CD10_1","CD10","1","1970s",1971,42,201,"All model-included surveys"
"CD10_2","CD10","2","1990s",1992,47,201,"All model-included surveys"
"CD10_3","CD10","3","2010s",2014,61,201,"All model-included surveys"
"CD11_1","CD11","1","1970s",1971,61,201,"All model-included surveys"
"CD11_2","CD11","2","1990s",1992,56,201,"All model-included surveys"
"CD11_3","CD11","3","2010s",2014,62,201,"All model-included surveys"
"CD12_1","CD12","1","1970s",1971,46,201,"All model-included surveys"
"CD12_3","CD12","3","2010s",2014,68,201,"All model-included surveys"
"CD13_1","CD13","1","1970s",1971,48,201,"All model-included surveys"
"CD13_2","CD13","2","1990s",1992,73,201,"All model-included surveys"
"CD13_3","CD13","3","2010s",2014,57,201,"All model-included surveys"
"CD14_1","CD14","1","1970s",1971,53,201,"All model-included surveys"
"CD14_2","CD14","2","1990s",1992,35,201,"All model-included surveys"
"CD14_3","CD14","3","2010s",2014,62,201,"All model-included surveys"
"CD15_1","CD15","1","1970s",1971,47,201,"All model-included surveys"
"CD15_2","CD15","2","1990s",1992,35,201,"All model-included surveys"
"CD15_3","CD15","3","2010s",2014,61,201,"All model-included surveys"
"CD16_1","CD16","1","1970s",1971,50,201,"All model-included surveys"
"CD16_2","CD16","2","1990s",1992,76,201,"All model-included surveys"
"CD16_3","CD16","3","2010s",2014,42,201,"All model-included surveys"
"CD17_1","CD17","1","1970s",1971,46,201,"All model-included surveys"
"CD17_2","CD17","2","1990s",1992,68,201,"All model-included surveys"
"CD17_3","CD17","3","2010s",2014,68,201,"All model-included surveys"
"CD18_1","CD18","1","1970s",1971,43,201,"All model-included surveys"
"CD18_2","CD18","2","1990s",1992,56,201,"All model-included surveys"
"CD18_3","CD18","3","2010s",2014,50,201,"All model-included surveys"
"CD20_1","CD20","1","1970s",1971,64,201,"All model-included surveys"
"CD20_3","CD20","3","2010s",2014,75,201,"All model-included surveys"
"CD21_1","CD21","1","1970s",1971,54,201,"All model-included surveys"
"CD21_2","CD21","2","1990s",1992,78,201,"All model-included surveys"
"CD21_3","CD21","3","2010s",2014,69,201,"All model-included surveys"
"CD22_1","CD22","1","1970s",1971,57,201,"All model-included surveys"
"CD22_2","CD22","2","1990s",1992,38,201,"All model-included surveys"
"CD22_3","CD22","3","2010s",2014,52,201,"All model-included surveys"
"CD23_1","CD23","1","1970s",1971,45,201,"All model-included surveys"
"CD23_2","CD23","2","1990s",1992,65,201,"All model-included surveys"
"CD23_3","CD23","3","2010s",2014,75,201,"All model-included surveys"
"CD24_1","CD24","1","1970s",1971,45,201,"All model-included surveys"
"CD24_2","CD24","2","1990s",1992,74,201,"All model-included surveys"
"CD24_3","CD24","3","2010s",2014,62,201,"All model-included surveys"
"CD26_1","CD26","1","1970s",1971,46,201,"All model-included surveys"
"CD26_2","CD26","2","1990s",1992,67,201,"All model-included surveys"
"CD26_3","CD26","3","2010s",2014,58,201,"All model-included surveys"
"CD28_2","CD28","2","1990s",1992,52,201,"All model-included surveys"
"CD28_3","CD28","3","2010s",2014,64,201,"All model-included surveys"
"CD29_1","CD29","1","1970s",1971,41,201,"All model-included surveys"
"CD29_2","CD29","2","1990s",1992,65,201,"All model-included surveys"
"CD29_3","CD29","3","2010s",2014,56,201,"All model-included surveys"
"CD30_1","CD30","1","1970s",1971,49,201,"All model-included surveys"
"CD30_3","CD30","3","2010s",2014,63,201,"All model-included surveys"
"CD31_1","CD31","1","1970s",1971,46,201,"All model-included surveys"
"CD31_2","CD31","2","1990s",1992,75,201,"All model-included surveys"
"CD31_3","CD31","3","2010s",2014,62,201,"All model-included surveys"
"CD32_1","CD32","1","1970s",1971,45,201,"All model-included surveys"
"CD32_2","CD32","2","1990s",1992,73,201,"All model-included surveys"
"CD32_3","CD32","3","2010s",2014,70,201,"All model-included surveys"
"CD33_1","CD33","1","1970s",1971,74,201,"All model-included surveys"
"CD33_2","CD33","2","1990s",1992,62,201,"All model-included surveys"
"CD33_3","CD33","3","2010s",2014,72,201,"All model-included surveys"
"CD34_1","CD34","1","1970s",1971,45,201,"All model-included surveys"
"CD34_2","CD34","2","1990s",1992,83,201,"All model-included surveys"
"CD34_3","CD34","3","2010s",2014,64,201,"All model-included surveys"
"CD36_1","CD36","1","1970s",1971,42,201,"All model-included surveys"
"CD36_2","CD36","2","1990s",1992,34,201,"All model-included surveys"
"CD36_3","CD36","3","2010s",2014,63,201,"All model-included surveys"
"CD37_2","CD37","2","1990s",1992,43,201,"All model-included surveys"
"CD37_3","CD37","3","2010s",2014,53,201,"All model-included surveys"
"CD38_2","CD38","2","1990s",1992,50,201,"All model-included surveys"
"CD38_3","CD38","3","2010s",2014,54,201,"All model-included surveys"
"CD39_2","CD39","2","1990s",1992,58,201,"All model-included surveys"
"CD39_3","CD39","3","2010s",2014,69,201,"All model-included surveys"
"CD40_1","CD40","1","1970s",1971,68,201,"All model-included surveys"
"CD40_2","CD40","2","1990s",1992,70,201,"All model-included surveys"
"CD40_3","CD40","3","2010s",2014,70,201,"All model-included surveys"
"CD41_1","CD41","1","1970s",1971,40,201,"All model-included surveys"
"CD41_2","CD41","2","1990s",1992,79,201,"All model-included surveys"
"CD41_3","CD41","3","2010s",2014,77,201,"All model-included surveys"
"CD42_1","CD42","1","1970s",1971,59,201,"All model-included surveys"
"CD42_2","CD42","2","1990s",1992,74,201,"All model-included surveys"
"CD42_3","CD42","3","2010s",2014,55,201,"All model-included surveys"
"CD43_1","CD43","1","1970s",1971,59,201,"All model-included surveys"
"CD43_2","CD43","2","1990s",1992,69,201,"All model-included surveys"
"CD43_3","CD43","3","2010s",2014,91,201,"All model-included surveys"
"CD44_1","CD44","1","1970s",1971,39,201,"All model-included surveys"
"CD44_2","CD44","2","1990s",1992,49,201,"All model-included surveys"
"CD44_3","CD44","3","2010s",2014,56,201,"All model-included surveys"
"CD45_1","CD45","1","1970s",1971,43,201,"All model-included surveys"
"CD45_2","CD45","2","1990s",1992,45,201,"All model-included surveys"
"CD45_3","CD45","3","2010s",2014,55,201,"All model-included surveys"
"CD46_2","CD46","2","1990s",1992,47,201,"All model-included surveys"
"CD46_3","CD46","3","2010s",2014,53,201,"All model-included surveys"
"CD47_1","CD47","1","1970s",1971,60,201,"All model-included surveys"
"CD47_2","CD47","2","1990s",1992,53,201,"All model-included surveys"
"CD47_3","CD47","3","2010s",2014,65,201,"All model-included surveys"
"CD48_2","CD48","2","1990s",1992,59,201,"All model-included surveys"
"CD48_3","CD48","3","2010s",2014,53,201,"All model-included surveys"
"CD49_1","CD49","1","1970s",1971,48,201,"All model-included surveys"
"CD49_2","CD49","2","1990s",1992,53,201,"All model-included surveys"
"CD49_3","CD49","3","2010s",2014,51,201,"All model-included surveys"
