"","order","family","genus","species","ssp"
"9472","Piciformes","Picidae","Dendropicos","Dendropicos abyssinicus",NA
"9473","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens",NA
"9474","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens lafresnayi"
"9475","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens sharpii"
"9476","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens lepidus"
"9477","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens hemprichii"
"9478","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens massaicus"
"9479","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens loandae"
"9480","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens hartlaubii"
"9481","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens intermedius"
"9482","Piciformes","Picidae","Dendropicos","Dendropicos fuscescens","Dendropicos fuscescens fuscescens"
"9483","Piciformes","Picidae","Dendropicos","Dendropicos gabonensis",NA
"9484","Piciformes","Picidae","Dendropicos","Dendropicos gabonensis","Dendropicos gabonensis reichenowi"
"9485","Piciformes","Picidae","Dendropicos","Dendropicos gabonensis","Dendropicos gabonensis gabonensis"
"9486","Piciformes","Picidae","Dendropicos","Dendropicos lugubris",NA
"9487","Piciformes","Picidae","Dendropicos","Dendropicos stierlingi",NA
"9488","Piciformes","Picidae","Dendropicos","Dendropicos elliotii",NA
"9489","Piciformes","Picidae","Dendropicos","Dendropicos elliotii","Dendropicos elliotii johnstoni"
"9490","Piciformes","Picidae","Dendropicos","Dendropicos elliotii","Dendropicos elliotii elliotii"
"9491","Piciformes","Picidae","Dendropicos","Dendropicos goertae",NA
"9492","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Dendropicos goertae koenigi"
"9493","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Dendropicos goertae abessinicus"
"9494","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Dendropicos goertae goertae"
"9495","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Dendropicos goertae centralis"
"9496","Piciformes","Picidae","Dendropicos","Dendropicos goertae","Dendropicos goertae meridionalis"
"9497","Piciformes","Picidae","Dendropicos","Dendropicos spodocephalus",NA
"9498","Piciformes","Picidae","Dendropicos","Dendropicos spodocephalus","Dendropicos spodocephalus spodocephalus"
"9499","Piciformes","Picidae","Dendropicos","Dendropicos spodocephalus","Dendropicos spodocephalus rhodeogaster"
"9500","Piciformes","Picidae","Dendropicos","Dendropicos griseocephalus",NA
"9501","Piciformes","Picidae","Dendropicos","Dendropicos griseocephalus","Dendropicos griseocephalus ruwenzori"
"9502","Piciformes","Picidae","Dendropicos","Dendropicos griseocephalus","Dendropicos griseocephalus kilimensis"
"9503","Piciformes","Picidae","Dendropicos","Dendropicos griseocephalus","Dendropicos griseocephalus griseocephalus"
"9504","Piciformes","Picidae","Dendropicos","Dendropicos obsoletus",NA
"9505","Piciformes","Picidae","Dendropicos","Dendropicos obsoletus","Dendropicos obsoletus obsoletus"
"9506","Piciformes","Picidae","Dendropicos","Dendropicos obsoletus","Dendropicos obsoletus heuglini"
"9507","Piciformes","Picidae","Dendropicos","Dendropicos obsoletus","Dendropicos obsoletus ingens"
"9508","Piciformes","Picidae","Dendropicos","Dendropicos obsoletus","Dendropicos obsoletus crateri"
"9509","Piciformes","Picidae","Dryobates","Dryobates nuttallii",NA
"9510","Piciformes","Picidae","Dryobates","Dryobates scalaris",NA
"9511","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris cactophilus"
"9512","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris eremicus"
"9513","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris lucasanus"
"9514","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris soulei"
"9515","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris graysoni"
"9516","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris sinaloensis"
"9517","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris scalaris"
"9518","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris parvus"
"9519","Piciformes","Picidae","Dryobates","Dryobates scalaris","Dryobates scalaris leucoptilurus"
"9520","Piciformes","Picidae","Dryobates","Dryobates pubescens",NA
"9521","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens glacialis"
"9522","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens medianus"
"9523","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens fumidus"
"9524","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens gairdnerii"
"9525","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens turati"
"9526","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens leucurus"
"9527","Piciformes","Picidae","Dryobates","Dryobates pubescens","Dryobates pubescens pubescens"
"9528","Piciformes","Picidae","Dryobates","Dryobates cathpharius",NA
"9529","Piciformes","Picidae","Dryobates","Dryobates cathpharius","Dryobates cathpharius cathpharius"
"9530","Piciformes","Picidae","Dryobates","Dryobates cathpharius","Dryobates cathpharius ludlowi"
"9531","Piciformes","Picidae","Dryobates","Dryobates cathpharius","Dryobates cathpharius pyrrhothorax"
"9532","Piciformes","Picidae","Dryobates","Dryobates pernyii",NA
"9533","Piciformes","Picidae","Dryobates","Dryobates pernyii","Dryobates pernyii tenebrosus"
"9534","Piciformes","Picidae","Dryobates","Dryobates pernyii","Dryobates pernyii pernyii"
"9535","Piciformes","Picidae","Dryobates","Dryobates pernyii","Dryobates pernyii innixus"
"9536","Piciformes","Picidae","Dryobates","Dryobates minor",NA
"9537","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor comminutus"
"9538","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor minor"
"9539","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor kamtschatkensis"
"9540","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor immaculatus"
"9541","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor amurensis"
"9542","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor hortorum"
"9543","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor buturlini"
"9544","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor danfordi"
"9545","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor colchicus"
"9546","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor quadrifasciatus"
"9547","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor hyrcanus"
"9548","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor morgani"
"9549","Piciformes","Picidae","Dryobates","Dryobates minor","Dryobates minor ledouci"
"9550","Piciformes","Picidae","Veniliornis","Veniliornis passerinus",NA
"9551","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus fidelis"
"9552","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus modestus"
"9553","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus diversus"
"9554","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus agilis"
"9555","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus insignis"
"9556","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus tapajozensis"
"9557","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus passerinus"
"9558","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus taenionotus"
"9559","Piciformes","Picidae","Veniliornis","Veniliornis passerinus","Veniliornis passerinus olivinus"
"9560","Piciformes","Picidae","Veniliornis","Veniliornis frontalis",NA
"9561","Piciformes","Picidae","Veniliornis","Veniliornis spilogaster",NA
"9562","Piciformes","Picidae","Veniliornis","Veniliornis mixtus",NA
"9563","Piciformes","Picidae","Veniliornis","Veniliornis mixtus","Veniliornis mixtus cancellatus"
"9564","Piciformes","Picidae","Veniliornis","Veniliornis mixtus","Veniliornis mixtus mixtus"
"9565","Piciformes","Picidae","Veniliornis","Veniliornis mixtus","Veniliornis mixtus malleator"
"9566","Piciformes","Picidae","Veniliornis","Veniliornis mixtus","Veniliornis mixtus berlepschi"
"9567","Piciformes","Picidae","Veniliornis","Veniliornis lignarius",NA
"9568","Piciformes","Picidae","Veniliornis","Veniliornis callonotus",NA
"9569","Piciformes","Picidae","Veniliornis","Veniliornis callonotus","Veniliornis callonotus callonotus"
"9570","Piciformes","Picidae","Veniliornis","Veniliornis callonotus","Veniliornis callonotus major"
"9571","Piciformes","Picidae","Veniliornis","Veniliornis dignus",NA
"9572","Piciformes","Picidae","Veniliornis","Veniliornis dignus","Veniliornis dignus dignus"
"9573","Piciformes","Picidae","Veniliornis","Veniliornis dignus","Veniliornis dignus baezae"
"9574","Piciformes","Picidae","Veniliornis","Veniliornis dignus","Veniliornis dignus valdizani"
"9575","Piciformes","Picidae","Veniliornis","Veniliornis nigriceps",NA
"9576","Piciformes","Picidae","Veniliornis","Veniliornis nigriceps","Veniliornis nigriceps equifasciatus"
"9577","Piciformes","Picidae","Veniliornis","Veniliornis nigriceps","Veniliornis nigriceps pectoralis"
"9578","Piciformes","Picidae","Veniliornis","Veniliornis nigriceps","Veniliornis nigriceps nigriceps"
"9579","Piciformes","Picidae","Veniliornis","Veniliornis sanguineus",NA
"9580","Piciformes","Picidae","Veniliornis","Veniliornis kirkii",NA
"9581","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii neglectus"
"9582","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii cecilii"
"9583","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii continentalis"
"9584","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii monticola"
"9585","Piciformes","Picidae","Veniliornis","Veniliornis kirkii","Veniliornis kirkii kirkii"
"9586","Piciformes","Picidae","Veniliornis","Veniliornis affinis",NA
"9587","Piciformes","Picidae","Veniliornis","Veniliornis affinis","Veniliornis affinis orenocensis"
"9588","Piciformes","Picidae","Veniliornis","Veniliornis affinis","Veniliornis affinis hilaris"
"9589","Piciformes","Picidae","Veniliornis","Veniliornis affinis","Veniliornis affinis ruficeps"
"9590","Piciformes","Picidae","Veniliornis","Veniliornis affinis","Veniliornis affinis affinis"
"9591","Piciformes","Picidae","Veniliornis","Veniliornis chocoensis",NA
"9592","Piciformes","Picidae","Veniliornis","Veniliornis cassini",NA
"9593","Piciformes","Picidae","Veniliornis","Veniliornis maculifrons",NA
"9594","Piciformes","Picidae","Leuconotopicus","Leuconotopicus borealis",NA
"9595","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus",NA
"9596","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus","Leuconotopicus fumigatus oleagineus"
"9597","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus","Leuconotopicus fumigatus sanguinolentus"
"9598","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus","Leuconotopicus fumigatus reichenbachi"
"9599","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus","Leuconotopicus fumigatus fumigatus"
"9600","Piciformes","Picidae","Leuconotopicus","Leuconotopicus fumigatus","Leuconotopicus fumigatus obscuratus"
"9601","Piciformes","Picidae","Leuconotopicus","Leuconotopicus arizonae",NA
"9602","Piciformes","Picidae","Leuconotopicus","Leuconotopicus arizonae","Leuconotopicus arizonae arizonae"
"9603","Piciformes","Picidae","Leuconotopicus","Leuconotopicus arizonae","Leuconotopicus arizonae fraterculus"
"9604","Piciformes","Picidae","Leuconotopicus","Leuconotopicus stricklandi",NA
"9605","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus",NA
"9606","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus septentrionalis"
"9607","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus picoideus"
"9608","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus harrisi"
"9609","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus terraenovae"
"9610","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus villosus"
"9611","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus orius"
"9612","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus monticola"
"9613","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus leucothorectis"
"9614","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus audubonii"
"9615","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus hyloscopus"
"9616","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus icastus"
"9617","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus intermedius"
"9618","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus jardinii"
"9619","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus sanctorum"
"9620","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus extimus"
"9621","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus piger"
"9622","Piciformes","Picidae","Leuconotopicus","Leuconotopicus villosus","Leuconotopicus villosus maynardi"
"9623","Piciformes","Picidae","Leuconotopicus","Leuconotopicus albolarvatus",NA
"9624","Piciformes","Picidae","Leuconotopicus","Leuconotopicus albolarvatus","Leuconotopicus albolarvatus albolarvatus"
"9625","Piciformes","Picidae","Leuconotopicus","Leuconotopicus albolarvatus","Leuconotopicus albolarvatus gravirostris"
"9626","Piciformes","Picidae","Dendrocopos","Dendrocopos hyperythrus",NA
"9627","Piciformes","Picidae","Dendrocopos","Dendrocopos hyperythrus","Dendrocopos hyperythrus marshalli"
"9628","Piciformes","Picidae","Dendrocopos","Dendrocopos hyperythrus","Dendrocopos hyperythrus hyperythrus"
"9629","Piciformes","Picidae","Dendrocopos","Dendrocopos hyperythrus","Dendrocopos hyperythrus subrufinus"
"9630","Piciformes","Picidae","Dendrocopos","Dendrocopos hyperythrus","Dendrocopos hyperythrus annamensis"
"9631","Piciformes","Picidae","Dendrocopos","Dendrocopos macei",NA
"9632","Piciformes","Picidae","Dendrocopos","Dendrocopos macei","Dendrocopos macei westermani"
"9633","Piciformes","Picidae","Dendrocopos","Dendrocopos macei","Dendrocopos macei macei"
"9634","Piciformes","Picidae","Dendrocopos","Dendrocopos analis",NA
"9635","Piciformes","Picidae","Dendrocopos","Dendrocopos analis","Dendrocopos analis longipennis"
"9636","Piciformes","Picidae","Dendrocopos","Dendrocopos analis","Dendrocopos analis andamanensis"
"9637","Piciformes","Picidae","Dendrocopos","Dendrocopos analis","Dendrocopos analis analis"
"9638","Piciformes","Picidae","Dendrocopos","Dendrocopos atratus",NA
"9639","Piciformes","Picidae","Dendrocopos","Dendrocopos atratus","Dendrocopos atratus atratus"
"9640","Piciformes","Picidae","Dendrocopos","Dendrocopos atratus","Dendrocopos atratus vietnamensis"
"9641","Piciformes","Picidae","Dendrocopos","Dendrocopos darjellensis",NA
"9642","Piciformes","Picidae","Dendrocopos","Dendrocopos darjellensis","Dendrocopos darjellensis darjellensis"
"9643","Piciformes","Picidae","Dendrocopos","Dendrocopos darjellensis","Dendrocopos darjellensis desmursi"
"9644","Piciformes","Picidae","Dendrocopos","Dendrocopos himalayensis",NA
"9645","Piciformes","Picidae","Dendrocopos","Dendrocopos himalayensis","Dendrocopos himalayensis albescens"
"9646","Piciformes","Picidae","Dendrocopos","Dendrocopos himalayensis","Dendrocopos himalayensis himalayensis"
"9647","Piciformes","Picidae","Dendrocopos","Dendrocopos assimilis",NA
"9648","Piciformes","Picidae","Dendrocopos","Dendrocopos syriacus",NA
"9649","Piciformes","Picidae","Dendrocopos","Dendrocopos syriacus","Dendrocopos syriacus syriacus"
"9650","Piciformes","Picidae","Dendrocopos","Dendrocopos syriacus","Dendrocopos syriacus transcaucasicus"
"9651","Piciformes","Picidae","Dendrocopos","Dendrocopos syriacus","Dendrocopos syriacus milleri"
"9652","Piciformes","Picidae","Dendrocopos","Dendrocopos leucopterus",NA
"9653","Piciformes","Picidae","Dendrocopos","Dendrocopos major",NA
"9654","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major major"
"9655","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major brevirostris"
"9656","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major kamtschaticus"
